OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
OD000360,ORD000132,762,1,125.79,125.79
OD000361,ORD000132,580,2,170.99,341.98
OD000362,ORD000132,155,3,25.79,77.37
OD000367,ORD000135,290,1,118.0,118.0
OD000368,ORD000135,724,3,38.79,116.37
OD000369,ORD000135,245,2,185.49,370.98
OD000370,ORD000135,110,3,43.49,130.47
OD000371,ORD000135,169,2,20.79,41.58
OD000376,ORD000137,342,4,157.0,628.0
OD000377,ORD000137,752,3,79.99,239.97
OD000378,ORD000137,228,2,114.0,228.0
OD000379,ORD000137,344,3,121.0,363.0
OD000380,ORD000137,230,5,105.49,527.45
OD000399,ORD000145,99,8,32.79,262.32
OD000400,ORD000145,674,6,178.49,1070.94
OD000401,ORD000145,254,6,10.49,62.94
OD000402,ORD000145,144,2,158.99,317.98
OD000405,ORD000147,726,3,173.49,520.47
OD000406,ORD000148,266,6,185.0,1110.0
OD000407,ORD000148,91,3,97.0,291.0
OD000408,ORD000148,362,3,198.0,594.0
OD000409,ORD000148,665,3,159.49,478.47
OD000410,ORD000148,256,3,160.0,480.0
OD000411,ORD000149,387,3,184.79,554.37
OD000427,ORD000156,525,3,188.49,565.47
OD000428,ORD000156,536,4,145.99,583.96
OD000429,ORD000156,6,9,188.99,1700.91
OD000431,ORD000158,160,2,69.99,139.98
OD000432,ORD000158,588,6,186.79,1120.74
OD000433,ORD000158,779,4,72.49,289.96
OD000448,ORD000165,19,2,130.79,261.58
OD000449,ORD000165,192,2,125.0,250.0
OD000450,ORD000165,320,1,89.0,89.0
OD000451,ORD000165,287,8,22.99,183.92
OD000452,ORD000165,128,2,18.49,36.98
OD000456,ORD000167,771,12,19.49,233.88
OD000457,ORD000167,688,6,188.79,1132.74
OD000507,ORD000182,740,3,97.79,293.37
OD000508,ORD000182,747,3,46.79,140.37
OD000509,ORD000182,270,8,123.99,991.92
OD000510,ORD000183,35,2,54.49,108.98
OD000511,ORD000183,208,3,49.0,147.0
OD000512,ORD000183,742,2,52.49,104.98
OD000514,ORD000185,78,1,129.99,129.99
OD000515,ORD000185,746,1,144.49,144.49
OD000516,ORD000185,354,4,197.79,791.16
OD000517,ORD000186,287,2,22.99,45.98
OD000518,ORD000186,61,3,44.0,132.0
OD000519,ORD000186,675,2,120.99,241.98
OD000520,ORD000186,736,3,91.99,275.97
OD000521,ORD000186,329,6,129.49,776.94
OD000530,ORD000190,311,3,133.79,401.37
OD000531,ORD000190,529,1,25.99,25.99
OD000532,ORD000190,279,3,109.0,327.0
OD000533,ORD000190,720,3,131.79,395.37
OD000534,ORD000190,607,5,107.49,537.45
OD000556,ORD000197,175,6,103.0,618.0
OD000557,ORD000197,449,5,185.49,927.45
OD000558,ORD000198,205,3,32.0,96.0
OD000559,ORD000198,173,4,162.99,651.96
OD000560,ORD000198,644,5,132.99,664.95
OD000564,ORD000200,180,5,144.79,723.95
OD000568,ORD000203,722,1,140.99,140.99
OD000578,ORD000206,541,4,148.0,592.0
OD000583,ORD000208,218,2,52.79,105.58
OD000584,ORD000208,435,10,24.49,244.9
OD000585,ORD000209,338,3,134.99,404.97
OD000586,ORD000210,780,7,22.0,154.0
OD000587,ORD000210,730,3,71.79,215.37
OD000588,ORD000210,621,3,172.79,518.37
OD000589,ORD000210,661,5,22.99,114.95
OD000590,ORD000210,547,3,44.79,134.37
OD000593,ORD000212,282,4,189.99,759.96
OD000594,ORD000212,404,2,145.49,290.98
OD000601,ORD000215,179,1,45.49,45.49
OD000617,ORD000220,146,8,50.99,407.92
OD000618,ORD000220,158,3,89.49,268.47
OD000619,ORD000220,299,2,26.0,52.0
OD000620,ORD000220,456,6,51.49,308.94
OD000621,ORD000220,370,9,89.79,808.11
OD000622,ORD000221,722,4,140.99,563.96
OD000623,ORD000222,718,3,157.99,473.97
OD000624,ORD000222,649,3,175.49,526.47
OD000625,ORD000222,731,2,163.79,327.58
OD000626,ORD000222,621,9,172.79,1555.11
OD000627,ORD000222,717,1,171.99,171.99
OD000640,ORD000228,564,2,65.99,131.98
OD000641,ORD000228,675,2,120.99,241.98
OD000642,ORD000228,117,2,94.79,189.58
OD000643,ORD000228,678,4,23.99,95.96
OD000644,ORD000228,470,2,135.99,271.98
OD000664,ORD000234,482,3,153.99,461.97
OD000665,ORD000234,171,3,113.99,341.97
OD000673,ORD000237,228,7,114.0,798.0
OD000674,ORD000237,536,5,145.99,729.95
OD000675,ORD000237,388,3,149.0,447.0
OD000676,ORD000237,301,2,16.0,32.0
OD000690,ORD000242,88,6,31.0,186.0
OD000691,ORD000242,295,3,38.0,114.0
OD000692,ORD000242,370,9,89.79,808.11
OD000693,ORD000242,322,3,178.0,534.0
OD000694,ORD000243,680,5,40.49,202.45
OD000696,ORD000245,797,3,143.99,431.97
OD000697,ORD000245,381,2,72.0,144.0
OD000732,ORD000257,739,2,50.79,101.58
OD000738,ORD000260,552,3,25.79,77.37
OD000739,ORD000260,86,2,60.79,121.58
OD000740,ORD000260,6,1,188.99,188.99
OD000741,ORD000260,793,3,73.99,221.97
OD000742,ORD000260,245,2,185.49,370.98
OD000757,ORD000265,503,4,125.49,501.96
OD000758,ORD000265,676,3,197.49,592.47
OD000759,ORD000265,14,5,74.49,372.45
OD000760,ORD000265,753,3,193.99,581.97
OD000761,ORD000265,300,7,141.79,992.53
OD000772,ORD000269,256,3,160.0,480.0
OD000776,ORD000272,369,3,177.79,533.37
OD000777,ORD000272,68,5,149.49,747.45
OD000778,ORD000273,735,4,72.49,289.96
OD000779,ORD000273,441,3,145.79,437.37
OD000780,ORD000273,412,3,128.79,386.37
OD000818,ORD000285,274,1,109.0,109.0
OD000819,ORD000285,4,6,164.49,986.94
OD000849,ORD000295,215,10,190.49,1904.9
OD000850,ORD000295,531,1,142.0,142.0
OD000851,ORD000296,663,4,80.0,320.0
OD000852,ORD000296,514,3,127.0,381.0
OD000853,ORD000296,321,9,102.79,925.11
OD000854,ORD000296,800,1,52.79,52.79
OD000855,ORD000296,461,3,11.79,35.37
OD000862,ORD000300,426,4,138.0,552.0
OD000863,ORD000300,608,6,113.79,682.74
OD000864,ORD000300,67,6,184.79,1108.74
OD000873,ORD000303,686,6,182.49,1094.94
OD000874,ORD000303,668,2,125.79,251.58
OD000875,ORD000303,714,10,108.49,1084.9
OD000876,ORD000303,369,4,177.79,711.16
OD000877,ORD000303,99,1,32.79,32.79
OD000878,ORD000304,690,5,83.99,419.95
OD000879,ORD000304,687,3,37.79,113.37
OD000880,ORD000304,552,2,25.79,51.58
OD000881,ORD000304,353,10,113.0,1130.0
OD000882,ORD000304,142,1,30.79,30.79
OD000886,ORD000306,699,3,79.49,238.47
OD000887,ORD000306,141,7,180.0,1260.0
OD000888,ORD000306,480,3,75.79,227.37
OD000889,ORD000306,775,2,170.79,341.58
OD000892,ORD000308,19,12,130.79,1569.48
OD000913,ORD000315,410,2,66.49,132.98
OD000914,ORD000315,149,2,86.99,173.98
OD000915,ORD000315,725,1,153.99,153.99
OD000916,ORD000316,224,5,111.79,558.95
OD000917,ORD000316,766,3,23.99,71.97
OD000918,ORD000316,404,2,145.49,290.98
OD000924,ORD000319,87,5,185.99,929.95
OD000925,ORD000319,174,3,27.0,81.0
OD000926,ORD000319,708,4,190.0,760.0
OD000927,ORD000319,106,10,96.49,964.9
OD000928,ORD000319,190,2,194.99,389.98
OD000933,ORD000321,144,1,158.99,158.99
OD000934,ORD000321,85,1,71.49,71.49
OD000935,ORD000321,283,2,139.79,279.58
OD000936,ORD000321,506,3,82.0,246.0
OD000937,ORD000321,539,3,33.79,101.37
OD000940,ORD000323,686,2,182.49,364.98
OD000964,ORD000331,415,2,65.99,131.98
OD000965,ORD000331,291,1,105.79,105.79
OD000978,ORD000336,565,4,125.49,501.96
OD000979,ORD000336,66,13,155.49,2021.37
OD000982,ORD000338,276,4,75.49,301.96
OD000983,ORD000338,91,2,97.0,194.0
OD000987,ORD000340,424,1,148.99,148.99
OD000988,ORD000340,28,2,138.79,277.58
OD000989,ORD000340,233,7,75.0,525.0
OD000990,ORD000340,618,6,157.99,947.94
OD000991,ORD000341,452,4,121.0,484.0
OD000992,ORD000341,250,4,29.49,117.96
OD000993,ORD000341,282,6,189.99,1139.94
OD000994,ORD000341,14,9,74.49,670.41
OD001002,ORD000344,132,4,67.79,271.16
OD001003,ORD000344,77,3,121.49,364.47
OD001004,ORD000344,715,3,44.79,134.37
OD001008,ORD000346,265,6,144.99,869.94
OD001017,ORD000350,730,8,71.79,574.32
OD001018,ORD000350,103,8,162.79,1302.32
OD001019,ORD000350,328,1,112.99,112.99
OD001020,ORD000350,447,8,78.0,624.0
OD001021,ORD000350,623,5,71.0,355.0
OD001030,ORD000353,295,4,38.0,152.0
OD001031,ORD000353,704,10,82.79,827.9
OD001033,ORD000355,54,7,12.79,89.53
OD001058,ORD000363,579,1,94.49,94.49
OD001059,ORD000363,778,3,185.49,556.47
OD001060,ORD000364,315,2,12.49,24.98
OD001063,ORD000366,541,5,148.0,740.0
OD001064,ORD000366,139,6,42.0,252.0
OD001065,ORD000366,546,1,55.99,55.99
OD001067,ORD000368,242,4,189.49,757.96
OD001068,ORD000368,486,2,78.49,156.98
OD001069,ORD000368,347,2,60.49,120.98
OD001070,ORD000368,608,3,113.79,341.37
OD001071,ORD000368,448,8,118.49,947.92
OD001102,ORD000378,423,3,89.79,269.37
OD001103,ORD000378,323,2,187.49,374.98
OD001104,ORD000378,483,4,84.99,339.96
OD001105,ORD000378,67,4,184.79,739.16
OD001106,ORD000378,15,5,62.49,312.45
OD001155,ORD000396,145,1,150.49,150.49
OD001156,ORD000396,631,2,154.0,308.0
OD001158,ORD000398,320,4,89.0,356.0
OD001159,ORD000398,50,5,121.0,605.0
OD001160,ORD000398,49,5,93.0,465.0
OD001161,ORD000398,442,3,147.99,443.97
OD001165,ORD000400,556,4,126.99,507.96
OD001166,ORD000400,96,9,45.0,405.0
OD001182,ORD000404,610,2,147.49,294.98
OD001183,ORD000404,744,10,48.79,487.9
OD001184,ORD000404,118,3,146.79,440.37
OD001185,ORD000404,445,2,14.49,28.98
OD001186,ORD000404,498,5,10.79,53.95
OD001192,ORD000406,199,5,91.0,455.0
OD001193,ORD000406,254,4,10.49,41.96
OD001194,ORD000406,273,6,183.49,1100.94
OD001200,ORD000408,55,2,147.0,294.0
OD001218,ORD000415,739,4,50.79,203.16
OD001249,ORD000426,523,10,74.79,747.9
OD001250,ORD000426,26,8,122.99,983.92
OD001251,ORD000426,486,6,78.49,470.94
OD001276,ORD000436,591,5,45.49,227.45
OD001277,ORD000436,166,1,189.99,189.99
OD001278,ORD000436,164,3,83.79,251.37
OD001279,ORD000436,624,9,69.99,629.91
OD001281,ORD000438,222,4,94.0,376.0
OD001282,ORD000439,227,2,178.49,356.98
OD001283,ORD000439,734,3,32.0,96.0
OD001284,ORD000439,186,7,62.79,439.53
OD001288,ORD000442,317,4,187.79,751.16
OD001307,ORD000448,530,2,37.49,74.98
OD001308,ORD000448,90,3,23.49,70.47
OD001309,ORD000448,114,3,75.0,225.0
OD001310,ORD000448,700,8,73.0,584.0
OD001311,ORD000448,192,2,125.0,250.0
OD001345,ORD000462,93,3,87.0,261.0
OD001348,ORD000465,314,3,17.49,52.47
OD001349,ORD000465,632,4,135.0,540.0
OD001350,ORD000465,212,9,39.79,358.11
OD001351,ORD000465,132,3,67.79,203.37
OD001352,ORD000465,552,6,25.79,154.74
OD001377,ORD000474,185,5,170.49,852.45
OD001378,ORD000474,126,5,169.0,845.0
OD001379,ORD000475,638,4,192.49,769.96
OD001380,ORD000476,247,3,11.49,34.47
OD001381,ORD000476,410,3,66.49,199.47
OD001382,ORD000476,6,1,188.99,188.99
OD001383,ORD000476,483,2,84.99,169.98
OD001384,ORD000476,480,3,75.79,227.37
OD001386,ORD000478,60,3,65.99,197.97
OD001387,ORD000478,656,3,179.99,539.97
OD001388,ORD000478,31,1,150.79,150.79
OD001389,ORD000478,789,1,99.49,99.49
OD001390,ORD000478,349,1,98.79,98.79
OD001421,ORD000487,494,1,192.49,192.49
OD001422,ORD000487,796,8,181.0,1448.0
OD001430,ORD000490,440,2,141.49,282.98
OD001431,ORD000490,537,10,90.99,909.9
OD001435,ORD000492,518,4,25.79,103.16
OD001437,ORD000494,481,4,170.79,683.16
OD001438,ORD000494,615,4,107.79,431.16
OD001439,ORD000494,95,4,108.0,432.0
OD001440,ORD000495,473,1,60.0,60.0
OD001492,ORD000510,486,10,78.49,784.9
OD001493,ORD000510,525,4,188.49,753.96
OD001494,ORD000510,607,5,107.49,537.45
OD001495,ORD000510,642,4,86.99,347.96
OD001511,ORD000516,15,3,62.49,187.47
OD001512,ORD000516,117,7,94.79,663.53
OD001513,ORD000516,24,4,50.79,203.16
OD001514,ORD000516,60,3,65.99,197.97
OD001515,ORD000516,131,7,37.99,265.93
OD001522,ORD000520,662,3,38.0,114.0
OD001523,ORD000520,548,10,50.49,504.9
OD001524,ORD000520,619,6,164.0,984.0
OD001528,ORD000522,212,3,39.79,119.37
OD001529,ORD000522,782,2,168.0,336.0
OD001530,ORD000522,724,4,38.79,155.16
OD001531,ORD000522,220,2,60.49,120.98
OD001541,ORD000526,519,5,29.99,149.95
OD001542,ORD000526,649,2,175.49,350.98
OD001543,ORD000526,168,4,73.0,292.0
OD001549,ORD000529,446,2,80.0,160.0
OD001608,ORD000548,71,2,36.49,72.98
OD001609,ORD000548,133,6,79.0,474.0
OD001610,ORD000548,488,7,141.79,992.53
OD001632,ORD000555,613,4,104.99,419.96
OD001633,ORD000555,151,2,53.79,107.58
OD001634,ORD000556,60,5,65.99,329.95
OD001635,ORD000556,384,4,63.49,253.96
OD001640,ORD000558,751,2,43.0,86.0
OD001641,ORD000558,398,4,15.79,63.16
OD001642,ORD000558,440,7,141.49,990.43
OD001643,ORD000558,778,4,185.49,741.96
OD001653,ORD000563,775,3,170.79,512.37
OD001654,ORD000563,558,2,154.79,309.58
OD001655,ORD000563,350,1,29.99,29.99
OD001656,ORD000563,518,3,25.79,77.37
OD001661,ORD000565,422,4,170.99,683.96
OD001662,ORD000565,163,2,17.49,34.98
OD001663,ORD000565,479,4,83.49,333.96
OD001664,ORD000565,580,6,170.99,1025.94
OD001685,ORD000574,102,1,108.0,108.0
OD001686,ORD000574,646,3,181.0,543.0
OD001687,ORD000574,224,2,111.79,223.58
OD001688,ORD000574,226,3,87.99,263.97
OD001718,ORD000585,125,4,82.99,331.96
OD001719,ORD000585,429,3,115.0,345.0
OD001720,ORD000585,107,3,134.0,402.0
OD001721,ORD000585,715,9,44.79,403.11
OD001722,ORD000585,9,6,37.0,222.0
OD001726,ORD000587,580,4,170.99,683.96
OD001727,ORD000587,236,2,27.99,55.98
OD001728,ORD000587,337,3,52.99,158.97
OD001729,ORD000587,349,10,98.79,987.9
OD001730,ORD000587,59,3,31.0,93.0
OD001736,ORD000591,235,3,148.79,446.37
OD001737,ORD000591,447,3,78.0,234.0
OD001745,ORD000594,773,3,179.0,537.0
OD001746,ORD000594,677,3,149.49,448.47
OD001772,ORD000605,150,2,179.0,358.0
OD001773,ORD000605,260,1,75.99,75.99
OD001774,ORD000605,343,4,176.0,704.0
OD001775,ORD000605,355,8,106.99,855.92
OD001776,ORD000605,58,2,72.79,145.58
OD001777,ORD000606,211,2,137.79,275.58
OD001778,ORD000606,225,2,152.99,305.98
OD001779,ORD000607,52,1,146.49,146.49
OD001780,ORD000607,22,1,49.79,49.79
OD001781,ORD000607,336,1,108.99,108.99
OD001782,ORD000607,632,7,135.0,945.0
OD001783,ORD000607,784,3,39.79,119.37
OD001794,ORD000611,444,5,137.99,689.95
OD001809,ORD000616,344,5,121.0,605.0
OD001810,ORD000616,577,5,70.49,352.45
OD001811,ORD000616,19,2,130.79,261.58
OD001831,ORD000622,84,4,74.49,297.96
OD001836,ORD000625,539,3,33.79,101.37
OD001837,ORD000625,439,3,13.49,40.47
OD001838,ORD000625,114,5,75.0,375.0
OD001839,ORD000625,79,4,19.79,79.16
OD001840,ORD000625,93,5,87.0,435.0
OD001846,ORD000627,356,3,146.0,438.0
OD001847,ORD000627,629,5,183.99,919.95
OD001848,ORD000627,374,2,123.79,247.58
OD001887,ORD000639,672,1,95.79,95.79
OD001888,ORD000639,54,5,12.79,63.95
OD001889,ORD000639,614,6,187.79,1126.74
OD001890,ORD000639,648,2,157.0,314.0
OD001891,ORD000640,331,6,133.99,803.94
OD001892,ORD000640,445,2,14.49,28.98
OD001901,ORD000643,461,4,11.79,47.16
OD001902,ORD000643,516,6,67.0,402.0
OD001903,ORD000643,692,8,17.79,142.32
OD001904,ORD000643,540,3,27.0,81.0
OD001905,ORD000643,163,4,17.49,69.96
OD001906,ORD000644,217,1,120.79,120.79
OD001907,ORD000644,129,3,136.79,410.37
OD001908,ORD000644,262,5,91.0,455.0
OD001909,ORD000644,18,3,173.79,521.37
OD001915,ORD000646,740,2,97.79,195.58
OD001916,ORD000646,712,5,151.49,757.45
OD001917,ORD000646,456,1,51.49,51.49
OD001918,ORD000646,151,5,53.79,268.95
OD001919,ORD000646,125,3,82.99,248.97
OD001924,ORD000649,557,6,11.79,70.74
OD001925,ORD000649,774,5,63.0,315.0
OD001926,ORD000649,336,3,108.99,326.97
OD001966,ORD000665,388,6,149.0,894.0
OD001967,ORD000665,668,1,125.79,125.79
OD001968,ORD000665,224,5,111.79,558.95
OD001969,ORD000665,626,4,59.0,236.0
OD001970,ORD000665,313,4,137.0,548.0
OD001971,ORD000666,346,6,61.49,368.94
OD001972,ORD000666,794,8,32.99,263.92
OD001973,ORD000666,142,3,30.79,92.37
OD001974,ORD000666,71,3,36.49,109.47
OD001975,ORD000666,73,1,17.49,17.49
OD001981,ORD000670,60,4,65.99,263.96
OD001982,ORD000670,514,4,127.0,508.0
OD001983,ORD000670,134,4,135.79,543.16
OD001984,ORD000670,41,4,112.79,451.16
OD001985,ORD000670,162,8,14.99,119.92
OD001986,ORD000671,260,4,75.99,303.96
OD001987,ORD000671,427,10,19.99,199.9
OD002005,ORD000678,124,3,149.0,447.0
OD002006,ORD000678,279,2,109.0,218.0
OD002007,ORD000678,174,3,27.0,81.0
OD002008,ORD000678,275,10,134.99,1349.9
OD002014,ORD000680,321,1,102.79,102.79
OD002015,ORD000680,758,4,178.0,712.0
OD002016,ORD000680,152,3,177.79,533.37
OD002019,ORD000682,507,8,136.79,1094.32
OD002020,ORD000682,796,5,181.0,905.0
OD002040,ORD000688,687,2,37.79,75.58
OD002041,ORD000688,764,4,45.49,181.96
OD002042,ORD000688,490,2,137.49,274.98
OD002048,ORD000690,257,3,135.79,407.37
OD002049,ORD000690,410,3,66.49,199.47
OD002050,ORD000691,23,4,161.0,644.0
OD002061,ORD000695,30,12,150.0,1800.0
OD002062,ORD000695,799,10,156.79,1567.9
OD002091,ORD000705,237,4,109.0,436.0
OD002098,ORD000708,566,1,188.0,188.0
OD002099,ORD000708,679,5,34.49,172.45
OD002100,ORD000708,598,2,96.99,193.98
OD002101,ORD000708,418,3,171.49,514.47
OD002102,ORD000708,180,1,144.79,144.79
OD002139,ORD000722,8,2,49.79,99.58
OD002140,ORD000722,796,4,181.0,724.0
OD002141,ORD000722,12,1,21.79,21.79
OD002142,ORD000722,77,8,121.49,971.92
OD002143,ORD000722,111,6,107.49,644.94
OD002144,ORD000723,161,4,57.0,228.0
OD002145,ORD000723,696,4,11.99,47.96
OD002146,ORD000723,500,6,176.99,1061.94
OD002147,ORD000723,467,8,11.49,91.92
OD002175,ORD000733,446,8,80.0,640.0
OD002178,ORD000735,455,5,110.0,550.0
OD002179,ORD000736,683,4,42.0,168.0
OD002180,ORD000736,318,7,160.0,1120.0
OD002181,ORD000737,111,8,107.49,859.92
OD002185,ORD000739,363,5,43.49,217.45
OD002186,ORD000739,106,1,96.49,96.49
OD002187,ORD000739,494,3,192.49,577.47
OD002188,ORD000740,415,6,65.99,395.94
OD002189,ORD000740,761,2,80.0,160.0
OD002190,ORD000740,194,3,137.99,413.97
OD002191,ORD000740,199,7,91.0,637.0
OD002192,ORD000741,141,2,180.0,360.0
OD002193,ORD000741,2,3,113.0,339.0
OD002204,ORD000746,85,2,71.49,142.98
OD002205,ORD000746,482,3,153.99,461.97
OD002206,ORD000746,191,4,195.99,783.96
OD002207,ORD000747,774,9,63.0,567.0
OD002240,ORD000761,165,2,113.49,226.98
OD002243,ORD000763,216,3,106.49,319.47
OD002244,ORD000763,633,5,149.99,749.95
OD002245,ORD000763,103,6,162.79,976.74
OD002246,ORD000763,755,2,59.49,118.98
OD002249,ORD000765,145,3,150.49,451.47
OD002250,ORD000765,718,2,157.99,315.98
OD002251,ORD000765,621,1,172.79,172.79
OD002252,ORD000765,38,5,127.0,635.0
OD002253,ORD000765,409,4,183.0,732.0
OD002273,ORD000771,36,5,85.99,429.95
OD002277,ORD000773,296,1,108.0,108.0
OD002278,ORD000773,43,3,107.99,323.97
OD002279,ORD000773,378,5,68.49,342.45
OD002280,ORD000773,398,1,15.79,15.79
OD002281,ORD000773,7,4,76.99,307.96
OD002307,ORD000783,780,5,22.0,110.0
OD002308,ORD000783,711,2,94.49,188.98
OD002309,ORD000783,691,8,42.0,336.0
OD002310,ORD000783,67,2,184.79,369.58
OD002315,ORD000785,607,5,107.49,537.45
OD002316,ORD000785,17,2,127.99,255.98
OD002317,ORD000786,510,3,82.99,248.97
OD002318,ORD000787,210,3,136.49,409.47
OD002319,ORD000787,693,10,188.49,1884.9
OD002354,ORD000800,556,7,126.99,888.93
OD002355,ORD000800,350,6,29.99,179.94
OD002356,ORD000800,517,10,46.49,464.9
OD002357,ORD000800,597,3,112.49,337.47
OD002358,ORD000800,573,3,25.0,75.0
OD002363,ORD000802,256,1,160.0,160.0
OD002364,ORD000802,114,2,75.0,150.0
OD002365,ORD000802,555,2,29.0,58.0
OD002374,ORD000805,214,6,98.0,588.0
OD002388,ORD000810,432,2,172.0,344.0
OD002389,ORD000810,264,5,86.49,432.45
OD002390,ORD000810,83,3,194.49,583.47
OD002391,ORD000810,692,2,17.79,35.58
OD002392,ORD000811,81,1,121.79,121.79
OD002393,ORD000811,653,1,125.49,125.49
OD002394,ORD000811,674,2,178.49,356.98
OD002395,ORD000811,356,5,146.0,730.0
OD002396,ORD000811,256,9,160.0,1440.0
OD002401,ORD000813,514,2,127.0,254.0
OD002402,ORD000813,464,2,111.0,222.0
OD002405,ORD000815,737,3,11.99,35.97
OD002406,ORD000815,376,5,50.49,252.45
OD002407,ORD000815,31,3,150.79,452.37
OD002408,ORD000815,361,9,52.79,475.11
OD002409,ORD000816,180,4,144.79,579.16
OD002410,ORD000816,472,2,24.0,48.0
OD002411,ORD000816,46,2,116.0,232.0
OD002412,ORD000816,325,2,22.49,44.98
OD002417,ORD000818,669,4,168.79,675.16
OD002425,ORD000821,90,4,23.49,93.96
OD002426,ORD000821,32,6,149.0,894.0
OD002427,ORD000821,160,3,69.99,209.97
OD002428,ORD000821,573,4,25.0,100.0
OD002431,ORD000823,659,2,19.0,38.0
OD002474,ORD000838,28,2,138.79,277.58
OD002475,ORD000838,368,1,73.99,73.99
OD002476,ORD000838,16,3,126.99,380.97
OD002477,ORD000838,388,3,149.0,447.0
OD002486,ORD000841,344,2,121.0,242.0
OD002487,ORD000841,16,4,126.99,507.96
OD002536,ORD000857,119,3,79.79,239.37
OD002537,ORD000857,43,8,107.99,863.92
OD002560,ORD000866,743,2,130.49,260.98
OD002561,ORD000867,116,1,127.49,127.49
OD002562,ORD000867,595,4,35.99,143.96
OD002566,ORD000869,175,2,103.0,206.0
OD002567,ORD000869,724,4,38.79,155.16
OD002570,ORD000871,539,2,33.79,67.58
OD002571,ORD000871,611,5,140.99,704.95
OD002572,ORD000871,516,4,67.0,268.0
OD002573,ORD000871,191,5,195.99,979.95
OD002574,ORD000871,321,3,102.79,308.37
OD002583,ORD000875,487,3,120.99,362.97
OD002590,ORD000878,789,2,99.49,198.98
OD002605,ORD000884,595,7,35.99,251.93
OD002606,ORD000884,580,1,170.99,170.99
OD002607,ORD000884,3,3,157.99,473.97
OD002608,ORD000884,283,3,139.79,419.37
OD002610,ORD000886,31,2,150.79,301.58
OD002616,ORD000889,799,4,156.79,627.16
OD002617,ORD000889,390,5,39.0,195.0
OD002618,ORD000889,641,4,195.99,783.96
OD002619,ORD000889,757,3,175.79,527.37
OD002620,ORD000889,103,4,162.79,651.16
OD002631,ORD000892,481,3,170.79,512.37
OD002632,ORD000892,31,5,150.79,753.95
OD002649,ORD000898,640,10,163.0,1630.0
OD002650,ORD000899,787,4,66.0,264.0
OD002651,ORD000899,208,5,49.0,245.0
OD002652,ORD000899,15,7,62.49,437.43
OD002653,ORD000899,456,2,51.49,102.98
OD002654,ORD000900,403,4,122.0,488.0
