OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
OD000225,ORD000085,250,9,29.49,265.41
OD000226,ORD000085,128,7,18.49,129.43
OD000232,ORD000088,458,10,86.79,867.9
OD000233,ORD000088,258,4,110.49,441.96
OD000234,ORD000088,192,4,125.0,500.0
OD000235,ORD000088,521,3,183.99,551.97
OD000240,ORD000091,160,5,69.99,349.95
OD000241,ORD000091,195,2,57.49,114.98
OD000267,ORD000101,631,3,154.0,462.0
OD000268,ORD000101,386,4,18.99,75.96
OD000269,ORD000101,781,1,153.79,153.79
OD000270,ORD000101,620,3,57.79,173.37
OD000271,ORD000101,191,4,195.99,783.96
OD000279,ORD000104,498,5,10.79,53.95
OD000284,ORD000107,32,1,149.0,149.0
OD000285,ORD000107,274,1,109.0,109.0
OD000286,ORD000107,382,3,106.79,320.37
OD000287,ORD000107,47,1,89.99,89.99
OD000288,ORD000108,168,4,73.0,292.0
OD000289,ORD000108,86,8,60.79,486.32
OD000290,ORD000108,196,3,143.99,431.97
OD000291,ORD000109,541,6,148.0,888.0
OD000292,ORD000109,793,2,73.99,147.98
OD000297,ORD000111,708,2,190.0,380.0
OD000298,ORD000111,441,3,145.79,437.37
OD000299,ORD000111,75,3,195.79,587.37
OD000300,ORD000111,598,1,96.99,96.99
OD000301,ORD000111,668,3,125.79,377.37
OD000308,ORD000114,333,2,18.0,36.0
OD000309,ORD000114,83,10,194.49,1944.9
OD000310,ORD000114,387,3,184.79,554.37
OD000311,ORD000114,735,6,72.49,434.94
OD000312,ORD000115,580,8,170.99,1367.92
OD000313,ORD000115,172,4,126.79,507.16
OD000314,ORD000115,628,4,119.79,479.16
OD000315,ORD000115,663,2,80.0,160.0
OD000316,ORD000116,187,8,197.49,1579.92
OD000317,ORD000116,387,3,184.79,554.37
OD000318,ORD000116,61,3,44.0,132.0
OD000323,ORD000118,420,6,110.49,662.94
OD000324,ORD000118,189,10,76.79,767.9
OD000327,ORD000120,117,10,94.79,947.9
OD000328,ORD000120,552,1,25.79,25.79
OD000329,ORD000121,361,9,52.79,475.11
OD000330,ORD000121,379,5,164.79,823.95
OD000331,ORD000121,507,8,136.79,1094.32
OD000332,ORD000121,567,3,169.99,509.97
OD000339,ORD000124,325,2,22.49,44.98
OD000340,ORD000124,458,6,86.79,520.74
OD000341,ORD000124,84,2,74.49,148.98
OD000342,ORD000124,193,9,118.99,1070.91
OD000356,ORD000130,34,2,65.49,130.98
OD000357,ORD000130,606,7,107.99,755.93
OD000358,ORD000130,671,3,57.79,173.37
OD000372,ORD000136,612,2,147.99,295.98
OD000373,ORD000136,204,2,80.79,161.58
OD000374,ORD000136,47,1,89.99,89.99
OD000375,ORD000136,711,5,94.49,472.45
OD000392,ORD000142,790,3,166.79,500.37
OD000393,ORD000142,775,5,170.79,853.95
OD000394,ORD000142,750,3,51.99,155.97
OD000395,ORD000143,388,1,149.0,149.0
OD000396,ORD000143,741,2,120.79,241.58
OD000397,ORD000143,551,3,134.79,404.37
OD000416,ORD000152,137,5,58.99,294.95
OD000417,ORD000153,451,9,29.49,265.41
OD000418,ORD000153,666,2,63.99,127.98
OD000419,ORD000153,192,1,125.0,125.0
OD000420,ORD000153,521,3,183.99,551.97
OD000430,ORD000157,584,3,198.99,596.97
OD000434,ORD000159,399,4,154.49,617.96
OD000443,ORD000163,457,2,120.0,240.0
OD000444,ORD000163,23,3,161.0,483.0
OD000445,ORD000163,521,5,183.99,919.95
OD000471,ORD000172,308,1,142.49,142.49
OD000472,ORD000172,31,3,150.79,452.37
OD000473,ORD000172,492,6,182.49,1094.94
OD000474,ORD000172,2,4,113.0,452.0
OD000475,ORD000172,489,3,117.0,351.0
OD000476,ORD000173,733,1,183.49,183.49
OD000477,ORD000173,642,3,86.99,260.97
OD000478,ORD000173,453,1,37.79,37.79
OD000479,ORD000173,513,4,190.49,761.96
OD000480,ORD000173,269,5,128.79,643.95
OD000496,ORD000178,490,3,137.49,412.47
OD000497,ORD000178,432,2,172.0,344.0
OD000498,ORD000178,354,4,197.79,791.16
OD000499,ORD000179,655,6,148.79,892.74
OD000504,ORD000181,335,2,58.49,116.98
OD000505,ORD000181,37,5,47.79,238.95
OD000506,ORD000181,472,9,24.0,216.0
OD000522,ORD000187,93,10,87.0,870.0
OD000523,ORD000187,371,1,146.49,146.49
OD000524,ORD000187,262,5,91.0,455.0
OD000525,ORD000187,710,5,35.79,178.95
OD000526,ORD000187,752,8,79.99,639.92
OD000541,ORD000193,394,6,167.79,1006.74
OD000542,ORD000193,616,5,125.0,625.0
OD000543,ORD000194,115,1,22.49,22.49
OD000544,ORD000194,576,2,112.49,224.98
OD000545,ORD000194,390,3,39.0,117.0
OD000546,ORD000194,313,2,137.0,274.0
OD000561,ORD000199,710,4,35.79,143.16
OD000562,ORD000199,444,3,137.99,413.97
OD000563,ORD000199,391,4,30.99,123.96
OD000596,ORD000214,582,4,43.79,175.16
OD000597,ORD000214,500,2,176.99,353.98
OD000598,ORD000214,148,4,73.49,293.96
OD000599,ORD000214,561,6,26.79,160.74
OD000600,ORD000214,125,3,82.99,248.97
OD000613,ORD000219,42,7,137.79,964.53
OD000614,ORD000219,321,4,102.79,411.16
OD000615,ORD000219,480,3,75.79,227.37
OD000616,ORD000219,387,3,184.79,554.37
OD000628,ORD000223,795,2,44.0,88.0
OD000629,ORD000223,369,5,177.79,888.95
OD000630,ORD000223,651,2,103.0,206.0
OD000631,ORD000223,755,6,59.49,356.94
OD000632,ORD000223,281,10,81.49,814.9
OD000636,ORD000225,602,5,146.49,732.45
OD000637,ORD000226,559,3,145.99,437.97
OD000638,ORD000226,217,3,120.79,362.37
OD000651,ORD000231,610,2,147.49,294.98
OD000652,ORD000231,562,5,40.99,204.95
OD000653,ORD000231,778,5,185.49,927.45
OD000687,ORD000241,728,2,116.79,233.58
OD000688,ORD000241,41,3,112.79,338.37
OD000689,ORD000241,660,3,114.0,342.0
OD000695,ORD000244,40,3,69.0,207.0
OD000702,ORD000247,406,5,95.49,477.45
OD000703,ORD000247,191,3,195.99,587.97
OD000704,ORD000247,462,2,36.0,72.0
OD000705,ORD000247,158,3,89.49,268.47
OD000706,ORD000247,247,3,11.49,34.47
OD000710,ORD000249,91,2,97.0,194.0
OD000711,ORD000250,67,4,184.79,739.16
OD000712,ORD000251,328,3,112.99,338.97
OD000718,ORD000253,642,3,86.99,260.97
OD000719,ORD000253,779,5,72.49,362.45
OD000734,ORD000259,525,4,188.49,753.96
OD000735,ORD000259,40,2,69.0,138.0
OD000736,ORD000259,773,3,179.0,537.0
OD000737,ORD000259,302,3,86.0,258.0
OD000748,ORD000262,510,3,82.99,248.97
OD000749,ORD000262,243,4,148.49,593.96
OD000750,ORD000262,564,5,65.99,329.95
OD000751,ORD000262,33,1,196.49,196.49
OD000752,ORD000262,2,10,113.0,1130.0
OD000754,ORD000264,674,5,178.49,892.45
OD000755,ORD000264,185,5,170.49,852.45
OD000756,ORD000264,74,2,58.99,117.98
OD000767,ORD000267,491,8,169.79,1358.32
OD000768,ORD000267,754,5,67.49,337.45
OD000769,ORD000267,241,9,108.0,972.0
OD000773,ORD000270,170,2,69.99,139.98
OD000781,ORD000274,685,1,93.0,93.0
OD000782,ORD000275,488,2,141.79,283.58
OD000783,ORD000276,86,4,60.79,243.16
OD000784,ORD000276,711,2,94.49,188.98
OD000785,ORD000276,331,6,133.99,803.94
OD000786,ORD000276,617,1,99.79,99.79
OD000787,ORD000276,723,3,66.49,199.47
OD000796,ORD000279,446,2,80.0,160.0
OD000797,ORD000279,148,4,73.49,293.96
OD000798,ORD000279,466,3,147.49,442.47
OD000799,ORD000279,498,1,10.79,10.79
OD000800,ORD000279,166,3,189.99,569.97
OD000808,ORD000282,161,3,57.0,171.0
OD000809,ORD000282,512,6,105.49,632.94
OD000810,ORD000282,603,4,128.49,513.96
OD000811,ORD000282,556,5,126.99,634.95
OD000812,ORD000282,636,2,50.0,100.0
OD000820,ORD000286,726,4,173.49,693.96
OD000821,ORD000286,508,4,98.49,393.96
OD000822,ORD000286,795,2,44.0,88.0
OD000823,ORD000286,161,4,57.0,228.0
OD000828,ORD000288,186,3,62.79,188.37
OD000829,ORD000288,535,10,31.79,317.9
OD000830,ORD000288,436,2,50.49,100.98
OD000845,ORD000294,524,4,41.79,167.16
OD000846,ORD000294,59,9,31.0,279.0
OD000847,ORD000294,429,3,115.0,345.0
OD000848,ORD000294,65,6,101.99,611.94
OD000868,ORD000302,490,1,137.49,137.49
OD000869,ORD000302,787,1,66.0,66.0
OD000870,ORD000302,724,4,38.79,155.16
OD000871,ORD000302,663,2,80.0,160.0
OD000872,ORD000302,749,2,176.49,352.98
OD000883,ORD000305,323,4,187.49,749.96
OD000884,ORD000305,709,2,191.0,382.0
OD000885,ORD000305,364,9,78.0,702.0
OD000890,ORD000307,99,1,32.79,32.79
OD000891,ORD000307,73,7,17.49,122.43
OD000897,ORD000310,323,3,187.49,562.47
OD000898,ORD000310,51,5,119.49,597.45
OD000903,ORD000312,710,4,35.79,143.16
OD000904,ORD000312,613,4,104.99,419.96
OD000905,ORD000312,91,3,97.0,291.0
OD000906,ORD000312,125,3,82.99,248.97
OD000912,ORD000314,387,7,184.79,1293.53
OD000938,ORD000322,32,6,149.0,894.0
OD000939,ORD000322,337,2,52.99,105.98
OD000945,ORD000325,133,6,79.0,474.0
OD000946,ORD000325,380,5,36.49,182.45
OD000947,ORD000325,393,2,102.99,205.98
OD000948,ORD000325,423,3,89.79,269.37
OD000952,ORD000328,270,1,123.99,123.99
OD000953,ORD000328,232,4,35.49,141.96
OD000954,ORD000328,479,10,83.49,834.9
OD000955,ORD000328,357,1,18.99,18.99
OD000959,ORD000330,528,2,30.49,60.98
OD000960,ORD000330,30,2,150.0,300.0
OD000961,ORD000330,502,3,65.79,197.37
OD000962,ORD000330,763,2,73.0,146.0
OD000963,ORD000330,356,3,146.0,438.0
OD000970,ORD000333,582,1,43.79,43.79
OD000971,ORD000333,370,10,89.79,897.9
OD000972,ORD000333,648,2,157.0,314.0
OD000984,ORD000339,549,6,15.0,90.0
OD000985,ORD000339,600,2,71.0,142.0
OD000986,ORD000339,791,2,153.49,306.98
OD000995,ORD000342,433,8,17.49,139.92
OD000996,ORD000342,113,8,53.0,424.0
OD000997,ORD000342,652,3,167.49,502.47
OD000998,ORD000342,220,6,60.49,362.94
OD001013,ORD000349,449,2,185.49,370.98
OD001014,ORD000349,479,4,83.49,333.96
OD001015,ORD000349,208,2,49.0,98.0
OD001016,ORD000349,655,4,148.79,595.16
OD001022,ORD000351,279,2,109.0,218.0
OD001023,ORD000351,570,8,68.49,547.92
OD001024,ORD000351,90,4,23.49,93.96
OD001025,ORD000351,764,7,45.49,318.43
OD001026,ORD000351,382,3,106.79,320.37
OD001027,ORD000352,493,1,104.79,104.79
OD001028,ORD000352,50,2,121.0,242.0
OD001029,ORD000352,169,1,20.79,20.79
OD001038,ORD000357,268,1,182.79,182.79
OD001039,ORD000357,647,2,182.99,365.98
OD001040,ORD000357,97,1,56.79,56.79
OD001072,ORD000369,52,3,146.49,439.47
OD001073,ORD000369,197,7,79.99,559.93
OD001074,ORD000369,34,3,65.49,196.47
OD001075,ORD000369,793,2,73.99,147.98
OD001090,ORD000375,288,4,27.0,108.0
OD001091,ORD000375,86,1,60.79,60.79
OD001092,ORD000375,148,3,73.49,220.47
OD001093,ORD000375,27,6,21.49,128.94
OD001094,ORD000375,656,9,179.99,1619.91
OD001099,ORD000377,172,3,126.79,380.37
OD001100,ORD000377,698,2,91.79,183.58
OD001101,ORD000377,715,2,44.79,89.58
OD001117,ORD000382,36,2,85.99,171.98
OD001118,ORD000382,183,4,130.99,523.96
OD001119,ORD000382,273,3,183.49,550.47
OD001120,ORD000382,757,2,175.79,351.58
OD001121,ORD000382,60,3,65.99,197.97
OD001129,ORD000385,274,2,109.0,218.0
OD001130,ORD000385,73,3,17.49,52.47
OD001131,ORD000385,177,5,195.0,975.0
OD001132,ORD000385,176,9,114.0,1026.0
OD001133,ORD000386,499,5,169.79,848.95
OD001134,ORD000386,745,6,54.49,326.94
OD001135,ORD000386,90,4,23.49,93.96
OD001136,ORD000386,263,2,150.79,301.58
OD001138,ORD000388,655,5,148.79,743.95
OD001139,ORD000388,280,5,176.0,880.0
OD001167,ORD000401,550,2,153.99,307.98
OD001168,ORD000401,216,3,106.49,319.47
OD001169,ORD000401,563,3,65.79,197.37
OD001170,ORD000401,765,4,189.49,757.96
OD001171,ORD000401,261,6,93.79,562.74
OD001187,ORD000405,620,3,57.79,173.37
OD001188,ORD000405,691,4,42.0,168.0
OD001189,ORD000405,198,3,13.49,40.47
OD001190,ORD000405,359,3,127.79,383.37
OD001191,ORD000405,62,3,136.99,410.97
OD001195,ORD000407,167,7,15.99,111.93
OD001196,ORD000407,627,5,35.99,179.95
OD001197,ORD000407,578,6,53.0,318.0
OD001198,ORD000407,719,8,116.0,928.0
OD001199,ORD000407,206,4,174.0,696.0
OD001215,ORD000414,237,3,109.0,327.0
OD001216,ORD000414,403,2,122.0,244.0
OD001217,ORD000414,213,2,162.0,324.0
OD001219,ORD000416,334,3,95.99,287.97
OD001220,ORD000416,499,1,169.79,169.79
OD001221,ORD000416,152,2,177.79,355.58
OD001230,ORD000419,289,8,147.99,1183.92
OD001231,ORD000419,433,4,17.49,69.96
OD001232,ORD000419,145,2,150.49,300.98
OD001233,ORD000420,81,2,121.79,243.58
OD001234,ORD000420,304,4,197.0,788.0
OD001237,ORD000422,210,6,136.49,818.94
OD001238,ORD000422,92,2,121.49,242.98
OD001239,ORD000423,604,5,83.0,415.0
OD001240,ORD000423,227,3,178.49,535.47
OD001241,ORD000423,104,3,76.49,229.47
OD001242,ORD000423,166,2,189.99,379.98
OD001243,ORD000424,354,2,197.79,395.58
OD001244,ORD000424,418,3,171.49,514.47
OD001245,ORD000424,558,2,154.79,309.58
OD001246,ORD000424,452,2,121.0,242.0
OD001247,ORD000425,421,6,179.49,1076.94
OD001248,ORD000425,768,4,180.99,723.96
OD001252,ORD000427,328,1,112.99,112.99
OD001253,ORD000428,424,4,148.99,595.96
OD001260,ORD000431,541,2,148.0,296.0
OD001261,ORD000431,680,2,40.49,80.98
OD001262,ORD000431,125,3,82.99,248.97
OD001271,ORD000435,393,3,102.99,308.97
OD001272,ORD000435,155,2,25.79,51.58
OD001273,ORD000435,247,3,11.49,34.47
OD001274,ORD000435,141,4,180.0,720.0
OD001275,ORD000435,633,2,149.99,299.98
OD001285,ORD000440,721,4,125.0,500.0
OD001286,ORD000441,79,4,19.79,79.16
OD001287,ORD000441,557,3,11.79,35.37
OD001295,ORD000445,380,2,36.49,72.98
OD001296,ORD000445,333,1,18.0,18.0
OD001297,ORD000445,492,3,182.49,547.47
OD001298,ORD000445,441,6,145.79,874.74
OD001299,ORD000445,562,2,40.99,81.98
OD001300,ORD000446,600,4,71.0,284.0
OD001301,ORD000446,193,3,118.99,356.97
OD001302,ORD000446,209,2,108.0,216.0
OD001303,ORD000446,197,2,79.99,159.98
OD001304,ORD000447,19,3,130.79,392.37
OD001305,ORD000447,299,4,26.0,104.0
OD001306,ORD000447,269,2,128.79,257.58
OD001312,ORD000449,713,1,132.49,132.49
OD001313,ORD000449,160,4,69.99,279.96
OD001318,ORD000452,532,1,101.99,101.99
OD001319,ORD000452,285,5,25.79,128.95
OD001320,ORD000453,797,2,143.99,287.98
OD001321,ORD000453,609,3,39.0,117.0
OD001322,ORD000453,117,1,94.79,94.79
OD001323,ORD000453,751,2,43.0,86.0
OD001339,ORD000460,642,6,86.99,521.94
OD001340,ORD000460,590,2,153.0,306.0
OD001341,ORD000460,126,6,169.0,1014.0
OD001342,ORD000460,61,2,44.0,88.0
OD001346,ORD000463,364,8,78.0,624.0
OD001347,ORD000464,744,2,48.79,97.58
OD001356,ORD000467,715,1,44.79,44.79
OD001357,ORD000468,275,2,134.99,269.98
OD001358,ORD000469,355,4,106.99,427.96
OD001359,ORD000469,194,3,137.99,413.97
OD001360,ORD000469,285,1,25.79,25.79
OD001361,ORD000469,533,3,85.0,255.0
OD001362,ORD000469,692,2,17.79,35.58
OD001368,ORD000471,100,4,38.49,153.96
OD001369,ORD000471,227,6,178.49,1070.94
OD001370,ORD000471,482,2,153.99,307.98
OD001371,ORD000471,535,7,31.79,222.53
OD001372,ORD000472,95,2,108.0,216.0
OD001373,ORD000472,602,3,146.49,439.47
OD001374,ORD000472,515,2,136.49,272.98
OD001375,ORD000472,317,8,187.79,1502.32
OD001385,ORD000477,369,3,177.79,533.37
OD001391,ORD000479,452,3,121.0,363.0
OD001392,ORD000479,615,3,107.79,323.37
OD001393,ORD000479,185,2,170.49,340.98
OD001394,ORD000479,11,2,163.99,327.98
OD001395,ORD000479,42,1,137.79,137.79
OD001445,ORD000497,576,2,112.49,224.98
OD001446,ORD000497,583,2,186.0,372.0
OD001447,ORD000497,215,3,190.49,571.47
OD001448,ORD000497,690,3,83.99,251.97
OD001449,ORD000497,671,5,57.79,288.95
OD001452,ORD000499,726,2,173.49,346.98
OD001453,ORD000499,643,4,148.0,592.0
OD001454,ORD000499,673,3,188.49,565.47
OD001462,ORD000502,137,12,58.99,707.88
OD001463,ORD000502,413,6,73.99,443.94
OD001464,ORD000502,495,8,32.49,259.92
OD001465,ORD000503,671,3,57.79,173.37
OD001466,ORD000503,651,3,103.0,309.0
OD001467,ORD000503,131,10,37.99,379.9
OD001468,ORD000503,269,3,128.79,386.37
OD001469,ORD000503,223,9,10.79,97.11
OD001484,ORD000507,46,2,116.0,232.0
OD001485,ORD000507,778,5,185.49,927.45
OD001486,ORD000507,286,5,60.79,303.95
OD001487,ORD000507,45,8,82.99,663.92
OD001496,ORD000511,295,4,38.0,152.0
OD001497,ORD000511,740,3,97.79,293.37
OD001498,ORD000511,267,3,111.99,335.97
OD001499,ORD000512,97,4,56.79,227.16
OD001500,ORD000512,468,2,16.49,32.98
OD001501,ORD000512,736,3,91.99,275.97
OD001502,ORD000513,38,4,127.0,508.0
OD001503,ORD000513,680,2,40.49,80.98
OD001504,ORD000513,785,4,98.79,395.16
OD001545,ORD000528,69,3,116.0,348.0
OD001546,ORD000528,449,4,185.49,741.96
OD001547,ORD000528,441,2,145.79,291.58
OD001548,ORD000528,483,2,84.99,169.98
OD001569,ORD000537,53,2,133.49,266.98
OD001570,ORD000537,98,2,30.99,61.98
OD001571,ORD000537,703,4,108.79,435.16
OD001572,ORD000537,31,3,150.79,452.37
OD001573,ORD000537,298,4,195.79,783.16
OD001583,ORD000540,476,2,171.0,342.0
OD001584,ORD000540,18,8,173.79,1390.32
OD001585,ORD000540,268,8,182.79,1462.32
OD001586,ORD000540,45,10,82.99,829.9
OD001595,ORD000544,309,5,186.79,933.95
OD001596,ORD000544,469,4,127.99,511.96
OD001597,ORD000544,472,2,24.0,48.0
OD001598,ORD000545,644,2,132.99,265.98
OD001599,ORD000545,28,5,138.79,693.95
OD001600,ORD000545,417,1,77.49,77.49
OD001601,ORD000545,447,6,78.0,468.0
OD001602,ORD000545,514,1,127.0,127.0
OD001607,ORD000547,648,2,157.0,314.0
OD001611,ORD000549,328,7,112.99,790.93
OD001612,ORD000549,120,2,59.49,118.98
OD001613,ORD000549,672,5,95.79,478.95
OD001614,ORD000550,206,3,174.0,522.0
OD001615,ORD000550,448,8,118.49,947.92
OD001645,ORD000560,556,3,126.99,380.97
OD001646,ORD000560,640,3,163.0,489.0
OD001647,ORD000560,249,1,120.49,120.49
OD001648,ORD000560,546,4,55.99,223.96
OD001666,ORD000567,80,3,15.49,46.47
OD001667,ORD000567,536,2,145.99,291.98
OD001668,ORD000567,623,1,71.0,71.0
OD001669,ORD000567,625,5,51.0,255.0
OD001670,ORD000567,23,3,161.0,483.0
OD001674,ORD000569,87,3,185.99,557.97
OD001675,ORD000569,108,2,101.49,202.98
OD001676,ORD000569,540,5,27.0,135.0
OD001677,ORD000570,701,7,196.49,1375.43
OD001678,ORD000570,213,2,162.0,324.0
OD001679,ORD000571,576,3,112.49,337.47
OD001693,ORD000576,570,2,68.49,136.98
OD001708,ORD000581,125,4,82.99,331.96
OD001709,ORD000581,797,6,143.99,863.94
OD001710,ORD000581,202,3,157.49,472.47
OD001735,ORD000590,422,5,170.99,854.95
OD001742,ORD000593,110,2,43.49,86.98
OD001743,ORD000593,768,4,180.99,723.96
OD001744,ORD000593,726,3,173.49,520.47
OD001755,ORD000598,55,7,147.0,1029.0
OD001756,ORD000598,321,3,102.79,308.37
OD001757,ORD000598,470,2,135.99,271.98
OD001758,ORD000599,720,4,131.79,527.16
OD001759,ORD000599,649,3,175.49,526.47
OD001760,ORD000599,149,3,86.99,260.97
OD001761,ORD000599,523,4,74.79,299.16
OD001763,ORD000601,537,1,90.99,90.99
OD001764,ORD000601,307,1,122.49,122.49
OD001771,ORD000604,562,1,40.99,40.99
OD001784,ORD000608,74,1,58.99,58.99
OD001790,ORD000610,71,8,36.49,291.92
OD001791,ORD000610,542,8,182.49,1459.92
OD001792,ORD000610,329,6,129.49,776.94
OD001793,ORD000610,121,4,115.99,463.96
OD001805,ORD000614,423,3,89.79,269.37
OD001806,ORD000614,714,2,108.49,216.98
OD001807,ORD000615,668,3,125.79,377.37
OD001808,ORD000615,620,4,57.79,231.16
OD001812,ORD000617,456,2,51.49,102.98
OD001813,ORD000617,551,3,134.79,404.37
OD001814,ORD000617,108,3,101.49,304.47
OD001815,ORD000617,164,4,83.79,335.16
OD001823,ORD000620,90,8,23.49,187.92
OD001824,ORD000620,609,12,39.0,468.0
OD001825,ORD000620,699,2,79.49,158.98
OD001826,ORD000620,223,4,10.79,43.16
OD001835,ORD000624,310,4,87.99,351.96
OD001849,ORD000628,589,2,181.99,363.98
OD001850,ORD000628,285,4,25.79,103.16
OD001851,ORD000629,339,18,84.49,1520.82
OD001852,ORD000629,610,8,147.49,1179.92
OD001853,ORD000629,283,4,139.79,559.16
OD001854,ORD000629,595,2,35.99,71.98
OD001875,ORD000635,231,5,66.79,333.95
OD001876,ORD000635,695,3,58.99,176.97
OD001877,ORD000635,181,1,60.0,60.0
OD001878,ORD000635,2,3,113.0,339.0
OD001879,ORD000635,384,5,63.49,317.45
OD001880,ORD000636,646,7,181.0,1267.0
OD001881,ORD000636,53,2,133.49,266.98
OD001884,ORD000638,393,7,102.99,720.93
OD001885,ORD000638,373,5,77.79,388.95
OD001886,ORD000638,727,3,89.49,268.47
OD001896,ORD000642,666,5,63.99,319.95
OD001897,ORD000642,566,3,188.0,564.0
OD001898,ORD000642,704,1,82.79,82.79
OD001899,ORD000642,535,8,31.79,254.32
OD001900,ORD000642,13,4,116.49,465.96
OD001910,ORD000645,281,2,81.49,162.98
OD001911,ORD000645,375,3,197.79,593.37
OD001912,ORD000645,466,3,147.49,442.47
OD001913,ORD000645,779,1,72.49,72.49
OD001914,ORD000645,69,1,116.0,116.0
OD001928,ORD000651,760,3,23.99,71.97
OD001929,ORD000651,496,10,131.49,1314.9
OD001930,ORD000651,142,2,30.79,61.58
OD001935,ORD000654,5,3,185.99,557.97
OD001936,ORD000654,378,3,68.49,205.47
OD001937,ORD000654,261,5,93.79,468.95
OD001944,ORD000658,87,1,185.99,185.99
OD001952,ORD000661,287,2,22.99,45.98
OD001953,ORD000661,261,1,93.79,93.79
OD001954,ORD000661,291,4,105.79,423.16
OD001955,ORD000661,218,5,52.79,263.95
OD001958,ORD000663,50,6,121.0,726.0
OD001959,ORD000663,160,4,69.99,279.96
OD001960,ORD000663,196,20,143.99,2879.8
OD001978,ORD000669,493,3,104.79,314.37
OD001979,ORD000669,75,1,195.79,195.79
OD001980,ORD000669,771,3,19.49,58.47
OD001995,ORD000675,634,4,154.79,619.16
OD001996,ORD000675,207,4,63.99,255.96
OD001997,ORD000675,608,1,113.79,113.79
OD001998,ORD000675,772,1,111.79,111.79
OD002009,ORD000679,258,3,110.49,331.47
OD002010,ORD000679,513,2,190.49,380.98
OD002011,ORD000679,412,3,128.79,386.37
OD002012,ORD000679,407,8,62.0,496.0
OD002013,ORD000679,288,4,27.0,108.0
OD002036,ORD000686,311,4,133.79,535.16
OD002037,ORD000686,551,5,134.79,673.95
OD002055,ORD000693,51,2,119.49,238.98
OD002056,ORD000693,669,6,168.79,1012.74
OD002057,ORD000693,475,3,99.99,299.97
OD002058,ORD000693,398,4,15.79,63.16
OD002059,ORD000693,8,2,49.79,99.58
OD002060,ORD000694,717,2,171.99,343.98
OD002063,ORD000696,681,6,139.49,836.94
OD002064,ORD000696,204,3,80.79,242.37
OD002070,ORD000698,63,1,158.99,158.99
OD002083,ORD000702,333,1,18.0,18.0
OD002084,ORD000702,151,1,53.79,53.79
OD002090,ORD000704,230,1,105.49,105.49
OD002096,ORD000707,284,3,99.49,298.47
OD002097,ORD000707,557,2,11.79,23.58
