OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
OD000359,ORD000131,81,1,121.79,121.79
OD000381,ORD000138,658,6,169.79,1018.74
OD000382,ORD000138,286,2,60.79,121.58
OD000383,ORD000139,504,2,61.49,122.98
OD000384,ORD000139,446,3,80.0,240.0
OD000385,ORD000139,786,6,93.99,563.94
OD000386,ORD000139,266,4,185.0,740.0
OD000387,ORD000139,397,5,194.0,970.0
OD000388,ORD000140,103,3,162.79,488.37
OD000389,ORD000140,747,2,46.79,93.58
OD000390,ORD000141,443,3,53.79,161.37
OD000391,ORD000141,579,3,94.49,283.47
OD000412,ORD000150,91,2,97.0,194.0
OD000413,ORD000150,607,4,107.49,429.96
OD000414,ORD000151,400,3,89.49,268.47
OD000415,ORD000151,254,5,10.49,52.45
OD000421,ORD000154,731,1,163.79,163.79
OD000422,ORD000155,270,5,123.99,619.95
OD000423,ORD000155,508,3,98.49,295.47
OD000424,ORD000155,767,3,124.0,372.0
OD000425,ORD000155,743,4,130.49,521.96
OD000426,ORD000155,85,5,71.49,357.45
OD000435,ORD000160,475,3,99.99,299.97
OD000436,ORD000160,438,1,125.99,125.99
OD000437,ORD000160,338,3,134.99,404.97
OD000438,ORD000160,782,3,168.0,504.0
OD000440,ORD000162,331,4,133.99,535.96
OD000441,ORD000162,797,3,143.99,431.97
OD000442,ORD000162,161,2,57.0,114.0
OD000446,ORD000164,668,2,125.79,251.58
OD000447,ORD000164,243,2,148.49,296.98
OD000453,ORD000166,92,3,121.49,364.47
OD000454,ORD000166,516,3,67.0,201.0
OD000455,ORD000166,372,8,23.99,191.92
OD000459,ORD000169,606,6,107.99,647.94
OD000460,ORD000169,354,4,197.79,791.16
OD000461,ORD000169,690,9,83.99,755.91
OD000462,ORD000170,209,2,108.0,216.0
OD000463,ORD000170,440,4,141.49,565.96
OD000464,ORD000170,365,6,165.0,990.0
OD000465,ORD000170,564,3,65.99,197.97
OD000487,ORD000176,139,2,42.0,84.0
OD000488,ORD000176,31,4,150.79,603.16
OD000489,ORD000176,662,1,38.0,38.0
OD000490,ORD000176,561,5,26.79,133.95
OD000513,ORD000184,612,8,147.99,1183.92
OD000527,ORD000188,505,1,167.99,167.99
OD000535,ORD000191,408,4,159.79,639.16
OD000536,ORD000191,228,4,114.0,456.0
OD000537,ORD000191,636,5,50.0,250.0
OD000538,ORD000191,777,3,172.79,518.37
OD000547,ORD000195,136,2,150.0,300.0
OD000548,ORD000195,113,3,53.0,159.0
OD000549,ORD000195,741,6,120.79,724.74
OD000550,ORD000195,218,1,52.79,52.79
OD000569,ORD000204,100,3,38.49,115.47
OD000570,ORD000204,84,1,74.49,74.49
OD000571,ORD000204,111,4,107.49,429.96
OD000572,ORD000204,269,2,128.79,257.58
OD000573,ORD000205,83,3,194.49,583.47
OD000574,ORD000205,644,7,132.99,930.93
OD000575,ORD000205,545,6,122.0,732.0
OD000576,ORD000205,185,3,170.49,511.47
OD000577,ORD000205,486,8,78.49,627.92
OD000579,ORD000207,360,8,195.49,1563.92
OD000580,ORD000207,78,3,129.99,389.97
OD000581,ORD000207,691,2,42.0,84.0
OD000582,ORD000207,33,4,196.49,785.96
OD000591,ORD000211,172,2,126.79,253.58
OD000592,ORD000211,359,6,127.79,766.74
OD000595,ORD000213,103,10,162.79,1627.9
OD000602,ORD000216,327,2,29.0,58.0
OD000603,ORD000216,643,5,148.0,740.0
OD000604,ORD000216,637,2,131.99,263.98
OD000605,ORD000216,172,2,126.79,253.58
OD000606,ORD000216,636,3,50.0,150.0
OD000607,ORD000217,283,3,139.79,419.37
OD000608,ORD000217,518,4,25.79,103.16
OD000609,ORD000217,620,5,57.79,288.95
OD000610,ORD000217,157,6,171.99,1031.94
OD000611,ORD000217,419,4,27.49,109.96
OD000633,ORD000224,503,1,125.49,125.49
OD000634,ORD000224,346,2,61.49,122.98
OD000635,ORD000224,351,1,156.79,156.79
OD000645,ORD000229,317,4,187.79,751.16
OD000646,ORD000229,150,4,179.0,716.0
OD000647,ORD000229,167,5,15.99,79.95
OD000648,ORD000229,772,3,111.79,335.37
OD000649,ORD000229,594,6,144.79,868.74
OD000654,ORD000232,230,6,105.49,632.94
OD000655,ORD000232,176,4,114.0,456.0
OD000656,ORD000232,504,6,61.49,368.94
OD000657,ORD000232,745,1,54.49,54.49
OD000658,ORD000232,616,3,125.0,375.0
OD000666,ORD000235,752,4,79.99,319.96
OD000667,ORD000235,764,8,45.49,363.92
OD000668,ORD000235,376,3,50.49,151.47
OD000669,ORD000236,218,3,52.79,158.37
OD000670,ORD000236,88,2,31.0,62.0
OD000671,ORD000236,543,5,120.79,603.95
OD000672,ORD000236,35,7,54.49,381.43
OD000677,ORD000238,229,3,51.79,155.37
OD000683,ORD000240,680,2,40.49,80.98
OD000684,ORD000240,382,4,106.79,427.16
OD000685,ORD000240,106,3,96.49,289.47
OD000686,ORD000240,215,2,190.49,380.98
OD000707,ORD000248,248,3,159.0,477.0
OD000708,ORD000248,222,3,94.0,282.0
OD000709,ORD000248,166,2,189.99,379.98
OD000720,ORD000254,540,5,27.0,135.0
OD000721,ORD000254,310,8,87.99,703.92
OD000722,ORD000254,647,2,182.99,365.98
OD000723,ORD000254,732,2,21.49,42.98
OD000724,ORD000254,365,2,165.0,330.0
OD000733,ORD000258,603,1,128.49,128.49
OD000743,ORD000261,752,5,79.99,399.95
OD000744,ORD000261,586,5,25.79,128.95
OD000745,ORD000261,439,1,13.49,13.49
OD000746,ORD000261,575,1,191.79,191.79
OD000747,ORD000261,42,2,137.79,275.58
OD000753,ORD000263,721,6,125.0,750.0
OD000762,ORD000266,659,4,19.0,76.0
OD000763,ORD000266,77,4,121.49,485.96
OD000764,ORD000266,756,8,24.79,198.32
OD000765,ORD000266,798,8,30.79,246.32
OD000766,ORD000266,23,10,161.0,1610.0
OD000770,ORD000268,445,6,14.49,86.94
OD000771,ORD000268,60,2,65.99,131.98
OD000792,ORD000278,462,1,36.0,36.0
OD000793,ORD000278,39,2,100.79,201.58
OD000794,ORD000278,581,2,160.79,321.58
OD000795,ORD000278,738,2,189.99,379.98
OD000801,ORD000280,241,4,108.0,432.0
OD000802,ORD000280,342,2,157.0,314.0
OD000815,ORD000284,185,2,170.49,340.98
OD000816,ORD000284,14,3,74.49,223.47
OD000817,ORD000284,530,2,37.49,74.98
OD000824,ORD000287,632,4,135.0,540.0
OD000825,ORD000287,59,2,31.0,62.0
OD000826,ORD000287,357,1,18.99,18.99
OD000827,ORD000287,68,10,149.49,1494.9
OD000831,ORD000289,488,3,141.79,425.37
OD000832,ORD000289,399,1,154.49,154.49
OD000833,ORD000289,609,3,39.0,117.0
OD000834,ORD000289,213,3,162.0,486.0
OD000842,ORD000293,799,3,156.79,470.37
OD000843,ORD000293,4,7,164.49,1151.43
OD000844,ORD000293,316,3,42.49,127.47
OD000865,ORD000301,550,3,153.99,461.97
OD000866,ORD000301,414,5,165.49,827.45
OD000867,ORD000301,177,2,195.0,390.0
OD000899,ORD000311,729,2,164.49,328.98
OD000900,ORD000311,509,10,155.79,1557.9
OD000901,ORD000311,350,8,29.99,239.92
OD000902,ORD000311,577,5,70.49,352.45
OD000907,ORD000313,791,3,153.49,460.47
OD000908,ORD000313,702,5,92.0,460.0
OD000909,ORD000313,101,3,18.0,54.0
OD000910,ORD000313,795,8,44.0,352.0
OD000911,ORD000313,28,3,138.79,416.37
OD000929,ORD000320,139,3,42.0,126.0
OD000930,ORD000320,276,5,75.49,377.45
OD000931,ORD000320,124,2,149.0,298.0
OD000932,ORD000320,369,2,177.79,355.58
OD000941,ORD000324,230,2,105.49,210.98
OD000942,ORD000324,170,4,69.99,279.96
OD000943,ORD000324,505,8,167.99,1343.92
OD000944,ORD000324,575,3,191.79,575.37
OD000950,ORD000327,418,4,171.49,685.96
OD000951,ORD000327,346,1,61.49,61.49
OD000956,ORD000329,685,7,93.0,651.0
OD000957,ORD000329,354,3,197.79,593.37
OD000958,ORD000329,461,4,11.79,47.16
OD000973,ORD000334,219,1,89.99,89.99
OD000974,ORD000335,276,3,75.49,226.47
OD000975,ORD000335,2,10,113.0,1130.0
OD000976,ORD000335,736,2,91.99,183.98
OD000977,ORD000335,499,5,169.79,848.95
OD000999,ORD000343,730,4,71.79,287.16
OD001000,ORD000343,441,2,145.79,291.58
OD001001,ORD000343,241,2,108.0,216.0
OD001041,ORD000358,110,3,43.49,130.47
OD001042,ORD000358,326,1,101.79,101.79
OD001043,ORD000358,598,4,96.99,387.96
OD001044,ORD000358,156,2,72.99,145.98
OD001045,ORD000358,684,2,118.49,236.98
OD001048,ORD000360,452,3,121.0,363.0
OD001049,ORD000360,631,10,154.0,1540.0
OD001050,ORD000360,480,3,75.79,227.37
OD001051,ORD000360,767,2,124.0,248.0
OD001052,ORD000360,49,2,93.0,186.0
OD001053,ORD000361,218,3,52.79,158.37
OD001054,ORD000361,243,2,148.49,296.98
OD001077,ORD000371,756,7,24.79,173.53
OD001078,ORD000371,10,3,152.49,457.47
OD001079,ORD000371,121,3,115.99,347.97
OD001080,ORD000371,161,3,57.0,171.0
OD001084,ORD000373,421,2,179.49,358.98
OD001095,ORD000376,566,2,188.0,376.0
OD001096,ORD000376,441,4,145.79,583.16
OD001097,ORD000376,21,3,30.0,90.0
OD001098,ORD000376,462,3,36.0,108.0
OD001114,ORD000381,232,1,35.49,35.49
OD001115,ORD000381,252,3,88.49,265.47
OD001116,ORD000381,119,3,79.79,239.37
OD001122,ORD000383,385,3,12.99,38.97
OD001123,ORD000383,751,5,43.0,215.0
OD001124,ORD000383,365,2,165.0,330.0
OD001125,ORD000384,410,1,66.49,66.49
OD001126,ORD000384,71,1,36.49,36.49
OD001127,ORD000384,244,2,66.99,133.98
OD001128,ORD000384,604,3,83.0,249.0
OD001137,ORD000387,8,3,49.79,149.37
OD001140,ORD000389,687,7,37.79,264.53
OD001144,ORD000391,703,3,108.79,326.37
OD001145,ORD000391,563,2,65.79,131.58
OD001148,ORD000393,35,4,54.49,217.96
OD001151,ORD000395,402,3,112.99,338.97
OD001152,ORD000395,396,3,141.49,424.47
OD001153,ORD000395,669,3,168.79,506.37
OD001154,ORD000395,768,5,180.99,904.95
OD001162,ORD000399,292,7,80.0,560.0
OD001163,ORD000399,459,7,29.0,203.0
OD001164,ORD000399,145,3,150.49,451.47
OD001172,ORD000402,781,2,153.79,307.58
OD001173,ORD000402,483,2,84.99,169.98
OD001174,ORD000402,544,4,152.49,609.96
OD001175,ORD000402,355,2,106.99,213.98
OD001176,ORD000402,485,4,21.99,87.96
OD001177,ORD000403,658,2,169.79,339.58
OD001178,ORD000403,405,3,80.0,240.0
OD001179,ORD000403,117,5,94.79,473.95
OD001180,ORD000403,457,1,120.0,120.0
OD001181,ORD000403,220,2,60.49,120.98
OD001201,ORD000409,362,3,198.0,594.0
OD001202,ORD000409,691,2,42.0,84.0
OD001203,ORD000409,729,2,164.49,328.98
OD001204,ORD000409,264,2,86.49,172.98
OD001205,ORD000409,581,2,160.79,321.58
OD001206,ORD000410,172,4,126.79,507.16
OD001211,ORD000413,325,2,22.49,44.98
OD001212,ORD000413,602,1,146.49,146.49
OD001213,ORD000413,135,10,173.79,1737.9
OD001214,ORD000413,399,4,154.49,617.96
OD001222,ORD000417,64,4,142.79,571.16
OD001223,ORD000417,209,3,108.0,324.0
OD001224,ORD000417,456,2,51.49,102.98
OD001225,ORD000417,225,2,152.99,305.98
OD001254,ORD000429,507,8,136.79,1094.32
OD001263,ORD000432,455,2,110.0,220.0
OD001264,ORD000432,649,2,175.49,350.98
OD001265,ORD000432,762,3,125.79,377.37
OD001266,ORD000432,787,3,66.0,198.0
OD001267,ORD000432,124,3,149.0,447.0
OD001290,ORD000444,657,1,182.79,182.79
OD001291,ORD000444,157,4,171.99,687.96
OD001292,ORD000444,119,5,79.79,398.95
OD001293,ORD000444,193,5,118.99,594.95
OD001294,ORD000444,488,6,141.79,850.74
OD001324,ORD000454,325,6,22.49,134.94
OD001328,ORD000457,762,2,125.79,251.58
OD001329,ORD000457,358,3,115.0,345.0
OD001330,ORD000457,770,5,160.49,802.45
OD001343,ORD000461,650,15,12.99,194.85
OD001344,ORD000461,622,9,130.99,1178.91
OD001363,ORD000470,98,10,30.99,309.9
OD001364,ORD000470,39,4,100.79,403.16
OD001365,ORD000470,567,3,169.99,509.97
OD001366,ORD000470,242,4,189.49,757.96
OD001367,ORD000470,336,5,108.99,544.95
OD001396,ORD000480,510,3,82.99,248.97
OD001397,ORD000480,359,5,127.79,638.95
OD001398,ORD000480,274,3,109.0,327.0
OD001407,ORD000483,581,3,160.79,482.37
OD001408,ORD000483,403,3,122.0,366.0
OD001409,ORD000483,99,1,32.79,32.79
OD001410,ORD000483,763,6,73.0,438.0
OD001411,ORD000484,98,2,30.99,61.98
OD001412,ORD000484,515,3,136.49,409.47
OD001413,ORD000484,410,6,66.49,398.94
OD001414,ORD000484,668,6,125.79,754.74
OD001415,ORD000484,280,6,176.0,1056.0
OD001420,ORD000486,384,4,63.49,253.96
OD001428,ORD000489,316,3,42.49,127.47
OD001429,ORD000489,671,3,57.79,173.37
OD001441,ORD000496,50,2,121.0,242.0
OD001442,ORD000496,670,1,81.79,81.79
OD001443,ORD000496,456,2,51.49,102.98
OD001444,ORD000496,97,4,56.79,227.16
OD001455,ORD000500,529,6,25.99,155.94
OD001456,ORD000500,84,2,74.49,148.98
OD001457,ORD000500,107,4,134.0,536.0
OD001488,ORD000508,797,30,143.99,4319.7
OD001489,ORD000509,634,1,154.79,154.79
OD001490,ORD000509,448,2,118.49,236.98
OD001491,ORD000509,164,2,83.79,167.58
OD001505,ORD000514,16,3,126.99,380.97
OD001506,ORD000514,594,5,144.79,723.95
OD001507,ORD000514,765,2,189.49,378.98
OD001508,ORD000514,505,10,167.99,1679.9
OD001509,ORD000515,725,4,153.99,615.96
OD001510,ORD000515,448,2,118.49,236.98
OD001516,ORD000517,691,6,42.0,252.0
OD001517,ORD000517,177,6,195.0,1170.0
OD001521,ORD000519,359,8,127.79,1022.32
OD001525,ORD000521,136,3,150.0,450.0
OD001526,ORD000521,782,2,168.0,336.0
OD001527,ORD000521,228,2,114.0,228.0
OD001532,ORD000523,533,7,85.0,595.0
OD001533,ORD000523,211,4,137.79,551.16
OD001534,ORD000523,202,10,157.49,1574.9
OD001535,ORD000523,108,6,101.49,608.94
OD001536,ORD000524,787,2,66.0,132.0
OD001544,ORD000527,112,5,86.49,432.45
OD001550,ORD000530,429,2,115.0,230.0
OD001551,ORD000530,663,10,80.0,800.0
OD001552,ORD000531,277,6,74.0,444.0
OD001553,ORD000531,45,8,82.99,663.92
OD001554,ORD000531,176,2,114.0,228.0
OD001555,ORD000531,463,12,104.0,1248.0
OD001556,ORD000531,36,3,85.99,257.97
OD001557,ORD000532,212,3,39.79,119.37
OD001560,ORD000534,281,7,81.49,570.43
OD001590,ORD000543,5,5,185.99,929.95
OD001591,ORD000543,731,5,163.79,818.95
OD001592,ORD000543,352,2,195.79,391.58
OD001593,ORD000543,153,3,132.49,397.47
OD001594,ORD000543,446,4,80.0,320.0
OD001616,ORD000551,544,4,152.49,609.96
OD001617,ORD000551,72,4,166.99,667.96
OD001618,ORD000551,543,10,120.79,1207.9
OD001619,ORD000551,153,2,132.49,264.98
OD001620,ORD000551,192,3,125.0,375.0
OD001624,ORD000553,714,6,108.49,650.94
OD001625,ORD000553,458,2,86.79,173.58
OD001626,ORD000553,431,3,122.0,366.0
OD001627,ORD000554,720,4,131.79,527.16
OD001628,ORD000554,113,10,53.0,530.0
OD001629,ORD000554,441,2,145.79,291.58
OD001630,ORD000554,777,4,172.79,691.16
OD001631,ORD000554,164,3,83.79,251.37
OD001644,ORD000559,653,6,125.49,752.94
OD001649,ORD000561,373,4,77.79,311.16
OD001650,ORD000561,659,1,19.0,19.0
OD001651,ORD000561,244,4,66.99,267.96
OD001652,ORD000562,332,4,37.49,149.96
OD001657,ORD000564,183,3,130.99,392.97
OD001658,ORD000564,759,6,31.99,191.94
OD001659,ORD000564,248,8,159.0,1272.0
OD001660,ORD000564,403,5,122.0,610.0
OD001665,ORD000566,157,3,171.99,515.97
OD001694,ORD000577,56,2,150.49,300.98
OD001695,ORD000577,55,2,147.0,294.0
OD001696,ORD000577,31,3,150.79,452.37
OD001697,ORD000577,327,4,29.0,116.0
OD001698,ORD000577,750,10,51.99,519.9
OD001706,ORD000580,336,6,108.99,653.94
OD001707,ORD000580,19,2,130.79,261.58
OD001713,ORD000583,52,7,146.49,1025.43
OD001714,ORD000583,734,2,32.0,64.0
OD001715,ORD000583,131,2,37.99,75.98
OD001716,ORD000583,207,2,63.99,127.98
OD001717,ORD000584,292,3,80.0,240.0
OD001747,ORD000595,700,4,73.0,292.0
OD001748,ORD000595,182,2,31.99,63.98
OD001749,ORD000595,373,3,77.79,233.37
OD001750,ORD000596,740,2,97.79,195.58
OD001751,ORD000597,357,2,18.99,37.98
OD001752,ORD000597,419,10,27.49,274.9
OD001753,ORD000597,656,4,179.99,719.96
OD001754,ORD000597,132,3,67.79,203.37
OD001765,ORD000602,540,6,27.0,162.0
OD001766,ORD000602,270,1,123.99,123.99
OD001767,ORD000603,358,2,115.0,230.0
OD001768,ORD000603,211,8,137.79,1102.32
OD001769,ORD000603,763,2,73.0,146.0
OD001770,ORD000603,318,1,160.0,160.0
OD001785,ORD000609,373,3,77.79,233.37
OD001786,ORD000609,61,5,44.0,220.0
OD001787,ORD000609,591,1,45.49,45.49
OD001788,ORD000609,614,6,187.79,1126.74
OD001789,ORD000609,77,3,121.49,364.47
OD001800,ORD000613,687,5,37.79,188.95
OD001801,ORD000613,268,2,182.79,365.58
OD001802,ORD000613,519,4,29.99,119.96
OD001803,ORD000613,242,4,189.49,757.96
OD001804,ORD000613,595,8,35.99,287.92
OD001832,ORD000623,492,2,182.49,364.98
OD001833,ORD000623,554,6,133.49,800.94
OD001834,ORD000623,547,2,44.79,89.58
OD001841,ORD000626,465,3,156.0,468.0
OD001842,ORD000626,784,3,39.79,119.37
OD001843,ORD000626,514,5,127.0,635.0
OD001844,ORD000626,794,5,32.99,164.95
OD001845,ORD000626,433,4,17.49,69.96
OD001859,ORD000631,36,3,85.99,257.97
OD001860,ORD000631,796,2,181.0,362.0
OD001861,ORD000631,61,2,44.0,88.0
OD001862,ORD000631,521,3,183.99,551.97
OD001863,ORD000632,233,3,75.0,225.0
OD001864,ORD000632,28,3,138.79,416.37
OD001865,ORD000632,554,12,133.49,1601.88
OD001866,ORD000632,788,3,29.0,87.0
OD001867,ORD000632,509,4,155.79,623.16
OD001923,ORD000648,59,3,31.0,93.0
OD001927,ORD000650,339,2,84.49,168.98
OD001931,ORD000652,270,3,123.99,371.97
OD001932,ORD000652,334,1,95.99,95.99
OD001933,ORD000653,800,2,52.79,105.58
OD001934,ORD000653,374,2,123.79,247.58
OD001943,ORD000657,776,2,34.79,69.58
OD001948,ORD000660,437,1,93.79,93.79
OD001949,ORD000660,681,1,139.49,139.49
OD001950,ORD000660,652,4,167.49,669.96
OD001951,ORD000660,240,2,150.79,301.58
OD001956,ORD000662,34,2,65.49,130.98
OD001957,ORD000662,421,4,179.49,717.96
OD001976,ORD000667,657,3,182.79,548.37
OD001988,ORD000672,791,3,153.49,460.47
OD001990,ORD000674,68,4,149.49,597.96
OD001991,ORD000674,784,5,39.79,198.95
OD001992,ORD000674,120,2,59.49,118.98
OD001993,ORD000674,202,3,157.49,472.47
OD001994,ORD000674,370,3,89.79,269.37
OD002001,ORD000677,501,3,90.99,272.97
OD002002,ORD000677,182,5,31.99,159.95
OD002003,ORD000677,111,4,107.49,429.96
OD002004,ORD000677,438,5,125.99,629.95
OD002017,ORD000681,563,7,65.79,460.53
OD002018,ORD000681,164,1,83.79,83.79
OD002021,ORD000683,267,2,111.99,223.98
OD002022,ORD000683,61,4,44.0,176.0
OD002023,ORD000683,100,2,38.49,76.98
OD002024,ORD000683,568,3,150.79,452.37
OD002025,ORD000683,385,2,12.99,25.98
OD002080,ORD000701,84,5,74.49,372.45
OD002081,ORD000701,210,2,136.49,272.98
OD002082,ORD000701,261,3,93.79,281.37
OD002092,ORD000706,439,6,13.49,80.94
OD002093,ORD000706,50,3,121.0,363.0
OD002094,ORD000706,786,3,93.99,281.97
OD002095,ORD000706,246,3,10.0,30.0
OD002107,ORD000711,1,4,15.79,63.16
OD002108,ORD000711,280,4,176.0,704.0
OD002122,ORD000716,639,4,61.99,247.96
OD002123,ORD000716,612,7,147.99,1035.93
OD002129,ORD000718,452,3,121.0,363.0
OD002130,ORD000718,447,2,78.0,156.0
OD002131,ORD000719,288,3,27.0,81.0
OD002132,ORD000719,283,3,139.79,419.37
OD002133,ORD000720,628,2,119.79,239.58
OD002134,ORD000720,762,1,125.79,125.79
OD002135,ORD000720,665,2,159.49,318.98
OD002136,ORD000720,248,1,159.0,159.0
OD002148,ORD000724,573,3,25.0,75.0
OD002149,ORD000724,729,2,164.49,328.98
OD002150,ORD000724,547,6,44.79,268.74
OD002151,ORD000724,21,2,30.0,60.0
OD002152,ORD000725,142,3,30.79,92.37
OD002153,ORD000725,508,1,98.49,98.49
OD002154,ORD000725,81,4,121.79,487.16
OD002164,ORD000729,59,5,31.0,155.0
OD002165,ORD000729,662,3,38.0,114.0
OD002166,ORD000729,72,2,166.99,333.98
OD002167,ORD000729,51,5,119.49,597.45
OD002168,ORD000730,704,3,82.79,248.37
OD002169,ORD000730,111,2,107.49,214.98
OD002170,ORD000731,198,4,13.49,53.96
OD002171,ORD000731,769,1,66.0,66.0
OD002172,ORD000731,105,3,145.49,436.47
OD002173,ORD000731,337,7,52.99,370.93
OD002176,ORD000734,470,1,135.99,135.99
OD002177,ORD000734,620,5,57.79,288.95
OD002182,ORD000738,437,2,93.79,187.58
OD002183,ORD000738,457,2,120.0,240.0
OD002184,ORD000738,653,8,125.49,1003.92
OD002194,ORD000742,401,3,18.0,54.0
OD002195,ORD000742,689,1,94.79,94.79
OD002203,ORD000745,755,1,59.49,59.49
OD002208,ORD000748,400,5,89.49,447.45
OD002209,ORD000748,592,2,88.99,177.98
OD002219,ORD000752,174,3,27.0,81.0
OD002239,ORD000760,647,8,182.99,1463.92
OD002247,ORD000764,731,2,163.79,327.58
OD002248,ORD000764,142,1,30.79,30.79
OD002257,ORD000767,184,3,177.99,533.97
OD002258,ORD000767,391,5,30.99,154.95
OD002259,ORD000767,146,1,50.99,50.99
OD002260,ORD000768,380,1,36.49,36.49
OD002261,ORD000768,698,3,91.79,275.37
OD002262,ORD000768,661,2,22.99,45.98
OD002263,ORD000768,325,4,22.49,89.96
OD002264,ORD000768,567,3,169.99,509.97
OD002265,ORD000769,127,3,91.99,275.97
OD002266,ORD000769,607,4,107.49,429.96
OD002267,ORD000769,146,9,50.99,458.91
OD002268,ORD000769,190,3,194.99,584.97
OD002269,ORD000770,316,3,42.49,127.47
OD002270,ORD000770,16,3,126.99,380.97
OD002271,ORD000770,640,3,163.0,489.0
OD002272,ORD000770,699,3,79.49,238.47
OD002274,ORD000772,754,1,67.49,67.49
OD002275,ORD000772,547,2,44.79,89.58
OD002276,ORD000772,426,6,138.0,828.0
OD002288,ORD000777,127,2,91.99,183.98
OD002289,ORD000777,146,2,50.99,101.98
OD002290,ORD000777,113,6,53.0,318.0
OD002291,ORD000777,730,4,71.79,287.16
OD002295,ORD000779,13,4,116.49,465.96
OD002296,ORD000779,529,6,25.99,155.94
OD002297,ORD000779,612,5,147.99,739.95
OD002298,ORD000779,374,2,123.79,247.58
OD002299,ORD000779,272,7,111.49,780.43
OD002305,ORD000782,541,4,148.0,592.0
OD002306,ORD000782,389,2,12.79,25.58
OD002323,ORD000790,1,1,15.79,15.79
