OrderID,UserID,OrderDate,TotalAmount
ORD000258,USR00047,2023-07-30,128.49
ORD000261,USR00049,2023-02-23,1009.76
ORD000263,USR00050,2023-03-26,750.0
ORD000266,USR00050,2023-12-21,2616.6
ORD000268,USR00050,2023-12-07,218.92
ORD000278,USR00052,2023-10-17,939.14
ORD000280,USR00052,2023-02-01,746.0
ORD000284,USR00052,2023-09-02,639.43
ORD000287,USR00053,2023-11-10,2115.89
ORD000289,USR00053,2023-08-01,1182.86
ORD000293,USR00055,2023-08-21,1749.27
ORD000301,USR00055,2023-01-20,1679.42
ORD000311,USR00057,2023-04-21,2479.25
ORD000313,USR00057,2023-07-14,1742.84
ORD000320,USR00058,2023-09-09,1157.03
ORD000324,USR00058,2023-12-27,2410.23
ORD000327,USR00059,2023-10-09,747.45
ORD000329,USR00059,2023-12-18,1291.53
ORD000334,USR00060,2023-10-26,89.99
ORD000335,USR00060,2023-12-30,2389.4
ORD000343,USR00061,2023-05-25,794.74
ORD000358,USR00063,2023-02-20,1003.18
ORD000360,USR00064,2023-12-02,2564.37
ORD000361,USR00064,2023-03-28,455.35
ORD000371,USR00065,2023-05-29,1149.97
ORD000373,USR00065,2023-12-04,358.98
ORD000376,USR00066,2023-06-27,1157.16
ORD000381,USR00067,2023-10-31,540.33
ORD000383,USR00067,2023-12-26,583.97
ORD000384,USR00067,2023-12-11,485.96
ORD000387,USR00068,2023-04-13,149.37
ORD000389,USR00068,2023-01-02,264.53
ORD000391,USR00069,2023-01-02,457.95
ORD000393,USR00069,2023-07-27,217.96
ORD000395,USR00069,2023-02-10,2174.76
ORD000399,USR00070,2023-04-29,1214.47
ORD000402,USR00071,2023-06-25,1389.46
ORD000403,USR00071,2023-02-21,1294.51
ORD000409,USR00072,2023-02-24,1501.54
ORD000410,USR00073,2023-05-21,507.16
ORD000413,USR00073,2023-12-09,2547.33
ORD000417,USR00074,2023-08-25,1304.12
ORD000429,USR00077,2023-03-31,1094.32
ORD000432,USR00077,2023-11-23,1593.35
ORD000444,USR00079,2023-09-05,2715.39
ORD000454,USR00081,2023-04-09,134.94
ORD000457,USR00082,2023-06-04,1399.03
ORD000461,USR00083,2023-02-17,457.92
ORD000470,USR00084,2023-05-07,2525.94
ORD000480,USR00086,2023-06-13,1214.92
ORD000483,USR00086,2023-02-07,1319.16
ORD000484,USR00086,2023-05-13,2681.13
ORD000486,USR00086,2023-12-21,253.96
ORD000489,USR00087,2023-05-13,300.84
ORD000496,USR00087,2023-06-04,653.93
ORD000500,USR00088,2023-07-10,840.92
ORD000508,USR00089,2023-02-17,1439.9
ORD000509,USR00090,2023-01-03,559.35
ORD000514,USR00090,2023-07-13,3163.8
ORD000515,USR00090,2023-11-06,852.94
ORD000517,USR00091,2023-10-17,1422.0
ORD000519,USR00091,2023-06-03,1022.32
ORD000521,USR00091,2023-07-29,1014.0
ORD000523,USR00092,2023-01-27,3330.0
ORD000524,USR00092,2023-05-06,132.0
ORD000527,USR00092,2023-02-02,432.45
ORD000530,USR00093,2023-06-23,1030.0
ORD000531,USR00093,2023-04-07,2841.89
ORD000532,USR00093,2023-04-16,119.37
ORD000534,USR00094,2023-10-19,570.43
ORD000543,USR00095,2023-05-27,2857.95
ORD000551,USR00097,2023-02-26,3125.8
ORD000553,USR00097,2023-11-25,1190.52
ORD000554,USR00097,2023-04-03,2291.27
ORD000559,USR00098,2023-12-06,752.94
ORD000561,USR00098,2023-03-02,598.12
ORD000562,USR00098,2023-03-21,149.96
ORD000564,USR00098,2023-08-11,2466.91
ORD000566,USR00099,2023-06-21,515.97
ORD000577,USR00100,2023-10-05,1683.25
ORD000580,USR00100,2023-01-07,915.52
ORD000583,USR00100,2023-08-04,1293.39
ORD000584,USR00101,2023-10-31,240.0
ORD000595,USR00102,2023-10-25,589.35
ORD000596,USR00102,2023-08-15,195.58
ORD000597,USR00102,2023-03-26,1236.21
ORD000602,USR00103,2023-03-27,285.99
ORD000603,USR00103,2023-10-08,1638.32
ORD000609,USR00104,2023-02-22,1990.07
ORD000613,USR00104,2023-12-16,1720.37
ORD000623,USR00107,2023-01-08,1255.5
ORD000626,USR00107,2023-10-20,1457.28
ORD000631,USR00108,2023-04-25,1259.94
ORD000632,USR00108,2023-04-10,2953.41
ORD000648,USR00110,2023-08-02,93.0
ORD000650,USR00111,2023-05-14,168.98
ORD000652,USR00111,2023-11-22,467.96
ORD000653,USR00111,2023-08-09,353.16
ORD000657,USR00112,2023-10-26,69.58
ORD000660,USR00112,2023-03-01,1204.82
ORD000662,USR00112,2023-01-18,848.94
ORD000667,USR00113,2023-12-26,548.37
ORD000672,USR00115,2023-05-09,460.47
ORD000674,USR00116,2023-12-11,1657.73
ORD000677,USR00116,2023-03-08,1492.83
ORD000681,USR00117,2023-09-07,544.32
ORD000683,USR00117,2023-06-03,955.31
ORD000701,USR00119,2023-09-21,926.8
ORD000706,USR00120,2023-07-25,755.91
ORD000711,USR00120,2023-04-15,767.16
ORD000716,USR00121,2023-10-10,1283.89
ORD000718,USR00122,2023-03-20,519.0
ORD000719,USR00122,2023-05-04,500.37
ORD000720,USR00122,2023-07-08,843.35
ORD000724,USR00122,2023-09-01,732.72
ORD000725,USR00122,2023-03-03,678.02
ORD000729,USR00124,2023-03-27,1200.43
ORD000730,USR00124,2023-09-17,463.35
ORD000731,USR00124,2023-01-12,927.36
ORD000734,USR00124,2023-04-21,424.94
ORD000738,USR00126,2023-03-19,1431.5
ORD000742,USR00127,2023-11-09,148.79
ORD000745,USR00127,2023-07-01,59.49
ORD000748,USR00129,2023-01-04,625.43
ORD000752,USR00130,2023-07-22,81.0
ORD000760,USR00131,2023-03-07,1463.92
ORD000764,USR00132,2023-02-22,358.37
ORD000767,USR00132,2023-08-03,739.91
ORD000768,USR00132,2023-02-08,957.77
ORD000769,USR00133,2023-09-20,1749.81
ORD000770,USR00133,2023-11-05,1235.91
ORD000772,USR00133,2023-11-14,985.07
ORD000777,USR00134,2023-12-26,891.12
ORD000779,USR00135,2023-07-07,2389.86
ORD000782,USR00136,2023-07-25,617.58
ORD000790,USR00137,2023-03-19,15.79
ORD000794,USR00138,2023-02-22,789.96
ORD000796,USR00138,2023-09-19,1084.53
ORD000798,USR00138,2023-07-13,1501.21
ORD000799,USR00138,2023-01-12,1070.39
ORD000804,USR00139,2023-01-22,2584.3
ORD000814,USR00141,2023-04-26,598.47
ORD000817,USR00141,2023-07-28,1761.34
ORD000822,USR00142,2023-08-15,311.95
ORD000824,USR00142,2023-12-13,1687.46
ORD000825,USR00142,2023-01-22,251.16
ORD000827,USR00143,2023-03-03,1084.97
ORD000829,USR00143,2023-11-13,346.47
ORD000835,USR00143,2023-06-10,1153.38
ORD000842,USR00145,2023-12-10,348.0
ORD000843,USR00145,2023-01-03,1025.28
ORD000844,USR00145,2023-11-30,952.92
ORD000849,USR00146,2023-07-23,1136.9
ORD000855,USR00147,2023-05-25,2264.87
ORD000856,USR00147,2023-08-29,1606.81
ORD000861,USR00148,2023-10-24,2288.97
ORD000876,USR00150,2023-11-13,947.45
ORD000880,USR00150,2023-05-23,790.93
ORD000881,USR00150,2023-05-24,199.16
ORD000885,USR00151,2023-04-29,173.58
ORD000890,USR00151,2023-04-24,1174.27
ORD000891,USR00151,2023-06-07,3803.2
ORD000893,USR00152,2023-01-26,1616.82
ORD000896,USR00152,2023-02-05,1374.89
ORD000897,USR00152,2023-04-17,95.97
ORD000901,USR00153,2023-03-27,47.98
ORD000903,USR00153,2023-07-01,3469.9
ORD000914,USR00154,2023-09-18,512.97
ORD000916,USR00155,2023-05-12,770.94
ORD000917,USR00155,2023-06-12,460.47
ORD000920,USR00156,2023-01-05,708.26
ORD000923,USR00156,2023-01-15,1216.56
ORD000926,USR00156,2023-02-09,2917.89
ORD000927,USR00156,2023-02-16,876.8
ORD000937,USR00158,2023-09-30,142.32
ORD000942,USR00158,2023-02-21,1042.45
ORD000956,USR00161,2023-03-11,1253.4
ORD000958,USR00162,2023-05-20,307.98
ORD000960,USR00163,2023-03-11,829.79
ORD000969,USR00165,2023-05-26,1595.99
ORD000972,USR00165,2023-02-28,1093.58
ORD000974,USR00166,2023-12-07,534.0
ORD000976,USR00166,2023-10-01,1081.94
ORD000981,USR00167,2023-04-18,956.43
ORD000991,USR00169,2023-03-09,332.97
ORD000992,USR00169,2023-07-29,985.0
ORD001001,USR00170,2023-03-14,331.58
ORD001005,USR00170,2023-12-08,2069.76
ORD001014,USR00173,2023-07-13,1462.9
ORD001025,USR00175,2023-05-15,482.44
ORD001028,USR00177,2023-07-17,752.77
ORD001035,USR00178,2023-02-13,369.96
ORD001036,USR00179,2023-11-12,503.98
ORD001038,USR00180,2023-08-18,1149.96
ORD001046,USR00182,2023-09-13,1324.66
ORD001050,USR00183,2023-04-30,58.0
ORD001051,USR00183,2023-08-05,813.92
ORD001062,USR00185,2023-06-01,3145.75
ORD001066,USR00186,2023-02-07,239.75
ORD001070,USR00186,2023-05-15,1437.75
ORD001071,USR00186,2023-12-18,272.98
ORD001072,USR00186,2023-09-26,2309.8
ORD001073,USR00186,2023-04-29,3211.26
ORD001079,USR00189,2023-10-13,362.96
ORD001087,USR00191,2023-06-26,1141.56
ORD001090,USR00192,2023-03-09,1522.91
ORD001091,USR00192,2023-03-25,126.0
ORD001093,USR00192,2023-07-12,906.82
ORD001105,USR00194,2023-11-29,999.45
ORD001111,USR00197,2023-06-26,39.58
ORD001117,USR00197,2023-03-17,108.0
ORD001122,USR00199,2023-12-26,906.58
ORD001123,USR00199,2023-09-07,1355.1
ORD001125,USR00199,2023-01-12,409.47
ORD001130,USR00200,2023-02-03,853.88
ORD001141,USR00201,2023-07-22,79.95
ORD001144,USR00201,2023-05-24,1505.87
ORD001150,USR00204,2023-08-13,345.56
ORD001151,USR00205,2023-03-21,158.37
ORD001153,USR00205,2023-03-08,945.53
ORD001159,USR00206,2023-03-04,1676.44
ORD001160,USR00206,2023-07-21,112.49
ORD001163,USR00206,2023-12-14,1301.92
ORD001165,USR00206,2023-08-05,82.47
ORD001175,USR00207,2023-12-27,1819.87
ORD001184,USR00211,2023-11-12,199.98
ORD001185,USR00211,2023-02-26,1676.39
ORD001186,USR00212,2023-11-27,375.37
ORD001193,USR00213,2023-06-15,48.0
ORD001196,USR00214,2023-07-02,1183.92
ORD001197,USR00214,2023-07-23,512.97
ORD001206,USR00215,2023-02-16,1209.92
ORD001207,USR00216,2023-12-25,2355.92
ORD001209,USR00217,2023-05-02,105.58
ORD001214,USR00217,2023-04-29,1756.45
ORD001231,USR00222,2023-10-26,367.47
ORD001232,USR00222,2023-11-15,2134.83
ORD001234,USR00222,2023-06-17,1170.87
ORD001239,USR00224,2023-04-22,203.98
ORD001243,USR00224,2023-05-27,1172.89
ORD001244,USR00224,2023-03-20,1292.92
ORD001246,USR00225,2023-05-10,635.56
ORD001249,USR00225,2023-04-24,1099.91
ORD001251,USR00225,2023-04-21,1237.93
ORD001254,USR00226,2023-08-16,2007.05
ORD001259,USR00226,2023-06-09,1255.02
ORD001260,USR00226,2023-11-30,269.37
ORD001263,USR00227,2023-12-18,239.49
ORD001267,USR00227,2023-09-15,2187.37
ORD001268,USR00227,2023-08-31,2305.25
ORD001269,USR00227,2023-06-03,1075.9
ORD001272,USR00228,2023-08-13,409.16
ORD001273,USR00228,2023-06-29,1515.89
ORD001279,USR00229,2023-06-11,33.58
ORD001289,USR00230,2023-03-08,2520.87
ORD001296,USR00231,2023-03-10,1339.37
ORD001301,USR00232,2023-12-03,1072.78
ORD001306,USR00233,2023-03-20,451.31
ORD001312,USR00234,2023-12-13,392.37
ORD001314,USR00235,2023-02-03,312.55
ORD001316,USR00236,2023-10-11,250.98
ORD001320,USR00236,2023-04-19,795.91
ORD001324,USR00237,2023-05-07,120.0
ORD001328,USR00238,2023-11-13,362.97
ORD001329,USR00238,2023-02-17,581.97
ORD001333,USR00238,2023-12-27,107.49
ORD001334,USR00238,2023-05-26,245.92
ORD001346,USR00240,2023-11-11,1745.24
ORD001348,USR00240,2023-07-02,1102.14
ORD001351,USR00241,2023-09-04,1427.46
ORD001362,USR00244,2023-07-27,506.98
ORD001371,USR00245,2023-06-03,80.0
ORD001373,USR00246,2023-12-19,399.37
ORD001379,USR00248,2023-08-15,1326.52
ORD001388,USR00252,2023-04-14,1091.99
ORD001393,USR00254,2023-12-26,192.65
ORD001394,USR00254,2023-07-09,547.14
ORD001406,USR00257,2023-04-29,543.94
ORD001407,USR00257,2023-01-23,650.35
ORD001411,USR00258,2023-02-04,1282.05
ORD001414,USR00258,2023-03-19,2013.11
ORD001423,USR00259,2023-06-24,1601.37
ORD001436,USR00261,2023-07-09,1427.08
ORD001442,USR00262,2023-12-19,1378.87
ORD001443,USR00262,2023-08-15,331.56
ORD001445,USR00262,2023-10-24,307.0
ORD001453,USR00264,2023-02-16,1468.84
ORD001459,USR00265,2023-01-23,1510.24
ORD001464,USR00266,2023-07-16,743.96
ORD001473,USR00267,2023-03-02,886.95
ORD001474,USR00267,2023-10-31,1129.72
ORD001476,USR00267,2023-05-23,1462.26
ORD001481,USR00268,2023-01-20,751.44
ORD001486,USR00269,2023-03-29,1277.82
ORD001492,USR00270,2023-09-09,439.86
ORD001494,USR00271,2023-04-12,1848.38
ORD001499,USR00272,2023-10-19,2673.22
ORD001502,USR00274,2023-05-26,809.98
ORD001504,USR00274,2023-01-14,904.98
ORD001508,USR00275,2023-03-26,2053.23
ORD001518,USR00277,2023-08-02,704.0
ORD001520,USR00278,2023-07-15,88.47
ORD001523,USR00278,2023-03-20,1209.49
ORD001527,USR00279,2023-10-19,873.84
ORD001530,USR00280,2023-03-15,1216.92
ORD001533,USR00281,2023-12-18,258.98
ORD001534,USR00282,2023-08-09,1350.82
ORD001535,USR00282,2023-11-24,1514.96
ORD001538,USR00283,2023-01-14,1455.98
ORD001542,USR00284,2023-10-17,1197.12
ORD001543,USR00284,2023-04-08,5582.97
ORD001547,USR00284,2023-11-26,1294.01
ORD001548,USR00284,2023-10-22,1444.97
ORD001552,USR00285,2023-03-22,1072.74
ORD001555,USR00286,2023-05-18,1205.02
ORD001556,USR00286,2023-12-25,2571.92
ORD001560,USR00286,2023-09-20,1179.31
ORD001564,USR00287,2023-09-10,250.0
ORD001569,USR00287,2023-05-24,2519.98
ORD001570,USR00288,2023-11-22,930.55
ORD001571,USR00288,2023-10-29,142.0
ORD001573,USR00288,2023-01-15,1782.71
ORD001576,USR00288,2023-05-01,405.9
ORD001578,USR00288,2023-09-23,2144.4
ORD001579,USR00289,2023-06-14,955.0
ORD001583,USR00289,2023-07-09,626.94
ORD001584,USR00290,2023-11-22,173.37
ORD001586,USR00290,2023-01-31,739.65
ORD001588,USR00290,2023-02-27,1591.42
ORD001591,USR00290,2023-04-17,432.0
ORD001593,USR00291,2023-10-07,959.14
ORD001597,USR00293,2023-10-18,1042.32
ORD001612,USR00295,2023-03-01,956.29
ORD001615,USR00295,2023-05-16,225.0
ORD001617,USR00295,2023-05-30,860.56
ORD001618,USR00295,2023-10-25,813.0
ORD001619,USR00296,2023-02-03,1544.7
ORD001625,USR00296,2023-11-24,314.96
ORD001626,USR00297,2023-01-30,3016.82
ORD001629,USR00298,2023-09-13,2384.88
ORD001639,USR00299,2023-06-25,1093.93
ORD001643,USR00299,2023-05-25,485.98
ORD001645,USR00300,2023-05-17,117.9
ORD001655,USR00302,2023-12-14,1042.91
ORD001659,USR00303,2023-12-07,1178.16
ORD001661,USR00303,2023-06-23,103.58
ORD001672,USR00304,2023-07-18,1234.88
ORD001674,USR00304,2023-10-12,929.95
ORD001680,USR00305,2023-06-21,341.98
ORD001687,USR00307,2023-07-06,1105.96
ORD001706,USR00311,2023-04-07,1618.67
ORD001711,USR00311,2023-07-20,2249.76
ORD001714,USR00312,2023-05-01,930.47
ORD001716,USR00312,2023-04-25,1115.43
ORD001733,USR00314,2023-09-20,890.53
ORD001738,USR00315,2023-11-25,599.54
ORD001742,USR00315,2023-08-29,2696.97
ORD001750,USR00317,2023-02-19,134.37
ORD001753,USR00317,2023-12-03,1383.43
ORD001754,USR00317,2023-12-14,384.15
ORD001757,USR00318,2023-11-19,20.98
ORD001759,USR00318,2023-01-12,1372.27
ORD001762,USR00319,2023-02-24,71.97
ORD001763,USR00319,2023-06-25,959.94
ORD001768,USR00320,2023-09-15,118.0
ORD001773,USR00320,2023-03-10,865.71
ORD001784,USR00321,2023-02-01,2770.7
ORD001798,USR00324,2023-11-15,268.47
ORD001799,USR00324,2023-01-12,1590.96
ORD001800,USR00324,2023-06-23,428.45
ORD001801,USR00324,2023-06-16,707.33
ORD001804,USR00326,2023-10-24,102.0
ORD001808,USR00328,2023-10-13,545.34
ORD001812,USR00328,2023-02-14,2774.44
ORD001814,USR00328,2023-02-16,1705.87
ORD001815,USR00328,2023-09-20,340.0
ORD001816,USR00328,2023-02-14,654.95
ORD001820,USR00329,2023-09-06,629.37
ORD001821,USR00329,2023-12-13,806.94
ORD001830,USR00332,2023-07-09,2522.04
ORD001834,USR00333,2023-04-16,1575.7
ORD001837,USR00333,2023-04-17,165.98
ORD001839,USR00333,2023-10-22,846.38
ORD001849,USR00334,2023-02-24,324.35
ORD001850,USR00334,2023-10-05,257.54
ORD001853,USR00335,2023-10-25,1535.95
ORD001855,USR00336,2023-06-12,333.98
ORD001856,USR00336,2023-09-01,1415.35
ORD001858,USR00336,2023-10-20,1830.92
ORD001859,USR00336,2023-09-20,1104.92
ORD001870,USR00338,2023-10-18,1126.16
ORD001872,USR00338,2023-10-03,152.0
ORD001881,USR00339,2023-05-18,1350.16
ORD001883,USR00340,2023-10-04,343.98
ORD001884,USR00341,2023-08-04,1012.14
ORD001890,USR00342,2023-09-27,2689.27
ORD001894,USR00343,2023-04-28,2711.32
ORD001895,USR00343,2023-03-12,2630.72
ORD001897,USR00343,2023-07-11,509.37
ORD001898,USR00343,2023-01-04,894.26
ORD001904,USR00346,2023-12-10,483.43
ORD001913,USR00347,2023-04-02,215.37
ORD001918,USR00348,2023-10-03,2752.81
ORD001921,USR00348,2023-05-29,345.84
ORD001925,USR00350,2023-04-01,1800.63
ORD001928,USR00351,2023-04-21,86.99
ORD001934,USR00352,2023-05-30,1202.35
ORD001940,USR00353,2023-01-20,1855.11
ORD001941,USR00353,2023-12-16,260.37
ORD001943,USR00354,2023-12-26,716.94
ORD001944,USR00354,2023-03-24,2879.0
ORD001952,USR00355,2023-01-27,771.93
ORD001956,USR00357,2023-06-07,617.95
ORD001957,USR00358,2023-04-04,1206.39
ORD001961,USR00360,2023-01-17,1513.92
ORD001973,USR00362,2023-09-15,702.16
ORD001976,USR00363,2023-07-20,993.34
ORD001977,USR00363,2023-08-02,1161.01
ORD001992,USR00366,2023-10-20,25.79
ORD001993,USR00366,2023-01-27,875.27
ORD001995,USR00366,2023-06-10,805.0
ORD002002,USR00367,2023-01-11,175.98
ORD002005,USR00367,2023-07-13,366.98
ORD002007,USR00368,2023-10-17,542.14
ORD002015,USR00370,2023-01-17,2458.08
ORD002017,USR00370,2023-02-28,1058.03
ORD002018,USR00370,2023-06-28,1455.0
ORD002021,USR00371,2023-06-07,1459.99
ORD002025,USR00371,2023-07-31,533.45
ORD002032,USR00373,2023-09-02,1244.53
ORD002034,USR00373,2023-07-06,2374.38
ORD002035,USR00373,2023-03-06,78.0
ORD002036,USR00373,2023-02-20,414.96
ORD002037,USR00374,2023-03-04,18.49
ORD002041,USR00374,2023-07-17,1947.86
ORD002045,USR00375,2023-02-12,1644.55
ORD002053,USR00377,2023-02-06,1106.92
ORD002060,USR00378,2023-02-28,1604.16
ORD002062,USR00378,2023-09-19,2065.49
ORD002064,USR00379,2023-06-08,1019.89
ORD002065,USR00379,2023-06-06,437.58
ORD002066,USR00379,2023-11-26,150.48
ORD002076,USR00381,2023-07-14,627.35
ORD002078,USR00382,2023-09-06,851.91
ORD002089,USR00384,2023-08-13,685.52
ORD002091,USR00385,2023-04-25,150.0
ORD002097,USR00386,2023-02-11,961.61
ORD002104,USR00386,2023-03-12,2817.86
ORD002109,USR00387,2023-09-04,2738.24
ORD002110,USR00387,2023-05-04,410.37
ORD002118,USR00389,2023-07-16,1150.3
ORD002120,USR00390,2023-05-04,779.96
ORD002130,USR00392,2023-04-03,582.95
ORD002147,USR00395,2023-04-09,460.47
ORD002151,USR00396,2023-10-12,1507.23
ORD002152,USR00397,2023-09-17,484.0
ORD002156,USR00398,2023-07-31,609.96
ORD002158,USR00398,2023-05-13,2807.36
ORD002159,USR00398,2023-01-25,2309.02
ORD002163,USR00399,2023-10-08,1361.84
ORD002168,USR00399,2023-03-02,972.37
ORD002186,USR00402,2023-08-05,204.95
ORD002191,USR00402,2023-04-10,2579.84
ORD002195,USR00403,2023-07-19,1168.41
ORD002200,USR00405,2023-08-19,460.74
ORD002202,USR00406,2023-06-12,2595.83
ORD002203,USR00406,2023-02-27,414.95
ORD002204,USR00406,2023-07-06,675.0
ORD002209,USR00407,2023-05-03,2337.08
ORD002213,USR00408,2023-03-21,1497.31
ORD002214,USR00408,2023-11-12,160.0
ORD002215,USR00408,2023-06-17,2178.68
ORD002218,USR00409,2023-11-12,73.99
ORD002226,USR00410,2023-01-30,592.96
ORD002228,USR00410,2023-02-05,388.98
ORD002231,USR00411,2023-10-25,721.69
ORD002235,USR00411,2023-08-04,273.98
ORD002239,USR00413,2023-01-21,2852.53
ORD002246,USR00413,2023-04-04,1844.28
ORD002247,USR00414,2023-11-09,681.84
ORD002248,USR00414,2023-07-17,957.86
ORD002251,USR00414,2023-05-07,2915.38
ORD002253,USR00414,2023-01-02,48.97
ORD002254,USR00414,2023-09-22,391.47
ORD002255,USR00414,2023-04-01,315.99
ORD002258,USR00415,2023-01-06,196.49
ORD002267,USR00416,2023-08-24,1183.51
ORD002269,USR00417,2023-07-13,3056.51
ORD002271,USR00417,2023-10-04,400.0
ORD002273,USR00417,2023-05-31,778.41
ORD002275,USR00417,2023-10-28,772.05
ORD002279,USR00418,2023-01-22,51.98
ORD002280,USR00418,2023-01-20,144.0
ORD002289,USR00422,2023-10-16,1102.03
ORD002293,USR00423,2023-03-21,1602.91
ORD002294,USR00423,2023-07-17,347.58
ORD002298,USR00424,2023-07-05,1774.85
ORD002301,USR00424,2023-11-19,152.95
ORD002305,USR00426,2023-04-13,480.47
ORD002310,USR00426,2023-08-29,585.0
ORD002313,USR00427,2023-01-14,645.54
ORD002317,USR00428,2023-12-26,431.46
ORD002329,USR00430,2023-03-04,1538.82
ORD002331,USR00430,2023-12-24,1454.9
ORD002337,USR00431,2023-03-30,1436.98
ORD002339,USR00431,2023-05-20,1653.43
ORD002347,USR00433,2023-04-22,151.74
ORD002351,USR00433,2023-01-15,1356.31
ORD002352,USR00433,2023-06-07,1173.06
ORD002354,USR00434,2023-05-02,786.43
ORD002356,USR00434,2023-10-15,154.0
ORD002362,USR00434,2023-02-19,570.0
ORD002366,USR00435,2023-08-31,127.0
ORD002367,USR00436,2023-07-25,225.58
ORD002371,USR00436,2023-11-13,1368.91
ORD002374,USR00436,2023-10-31,2207.3
ORD002375,USR00436,2023-07-24,307.45
ORD002384,USR00438,2023-11-12,837.0
ORD002386,USR00438,2023-10-09,132.0
ORD002392,USR00439,2023-01-04,1042.63
ORD002394,USR00439,2023-12-26,740.0
ORD002417,USR00442,2023-12-22,1153.12
ORD002418,USR00443,2023-01-18,1973.86
ORD002422,USR00443,2023-03-06,75.98
ORD002423,USR00443,2023-05-12,1149.88
ORD002433,USR00444,2023-07-16,381.0
ORD002434,USR00444,2023-05-24,2908.07
ORD002436,USR00445,2023-08-31,625.74
ORD002451,USR00447,2023-07-27,1514.9
ORD002453,USR00447,2023-03-24,968.0
ORD002455,USR00447,2023-01-11,167.58
ORD002457,USR00448,2023-09-27,534.0
ORD002459,USR00448,2023-02-04,392.46
ORD002461,USR00449,2023-10-04,1656.37
ORD002464,USR00449,2023-08-12,25.79
ORD002467,USR00449,2023-10-09,1182.96
ORD002468,USR00449,2023-05-04,2875.98
ORD002470,USR00450,2023-08-20,1146.03
ORD002472,USR00451,2023-11-12,1543.85
ORD002476,USR00451,2023-02-14,302.37
ORD002480,USR00452,2023-01-22,494.47
ORD002492,USR00454,2023-01-16,2432.14
ORD002495,USR00455,2023-01-10,755.55
ORD002496,USR00455,2023-02-05,525.54
ORD002498,USR00455,2023-07-14,554.56
ORD002505,USR00456,2023-09-22,2217.54
ORD002512,USR00457,2023-08-25,1171.96
ORD002514,USR00457,2023-06-22,1464.36
ORD002519,USR00457,2023-01-22,223.58
ORD002524,USR00458,2023-05-06,2607.76
ORD002528,USR00459,2023-07-18,2280.64
ORD002531,USR00461,2023-09-05,450.0
ORD002533,USR00461,2023-08-14,1405.91
