OrderID,UserID,OrderDate,TotalAmount
ORD000196,USR00038,2021-01-14,2060.36
ORD000201,USR00039,2021-08-16,291.92
ORD000202,USR00040,2021-12-09,207.35
ORD000218,USR00041,2021-04-14,760.0
ORD000227,USR00043,2021-11-20,273.0
ORD000230,USR00043,2021-09-18,899.94
ORD000233,USR00044,2021-12-17,922.94
ORD000239,USR00044,2021-09-06,1107.69
ORD000246,USR00046,2021-08-24,1744.26
ORD000252,USR00047,2021-02-09,1153.14
ORD000255,USR00047,2021-06-11,1477.96
ORD000256,USR00047,2021-11-12,1075.09
ORD000271,USR00050,2021-12-18,575.39
ORD000277,USR00052,2021-01-10,682.95
ORD000281,USR00052,2021-03-14,2617.99
ORD000283,USR00052,2021-11-13,308.95
ORD000290,USR00054,2021-10-08,392.57
ORD000291,USR00054,2021-07-26,316.47
ORD000292,USR00054,2021-11-02,1231.88
ORD000297,USR00055,2021-02-26,406.96
ORD000298,USR00055,2021-09-19,1382.1
ORD000299,USR00055,2021-06-03,1061.27
ORD000309,USR00057,2021-03-17,1190.84
ORD000317,USR00058,2021-07-14,228.65
ORD000318,USR00058,2021-03-03,1637.08
ORD000326,USR00059,2021-03-01,95.79
ORD000332,USR00059,2021-01-09,555.37
ORD000337,USR00060,2021-06-08,1036.96
ORD000345,USR00062,2021-07-07,1145.82
ORD000347,USR00062,2021-08-11,717.96
ORD000348,USR00062,2021-11-08,1068.32
ORD000354,USR00063,2021-06-02,146.49
ORD000356,USR00063,2021-06-05,612.44
ORD000359,USR00063,2021-12-17,497.0
ORD000362,USR00064,2021-10-19,1225.51
ORD000365,USR00064,2021-06-03,303.99
ORD000367,USR00065,2021-12-05,652.45
ORD000370,USR00065,2021-02-03,181.47
ORD000372,USR00065,2021-04-26,947.75
ORD000374,USR00065,2021-03-05,1650.69
ORD000379,USR00067,2021-02-04,1242.09
ORD000380,USR00067,2021-02-10,1043.37
ORD000390,USR00069,2021-02-24,862.54
ORD000392,USR00069,2021-05-25,829.44
ORD000394,USR00069,2021-05-23,855.95
ORD000397,USR00070,2021-03-16,363.96
ORD000411,USR00073,2021-07-07,914.43
ORD000412,USR00073,2021-03-15,679.16
ORD000418,USR00074,2021-09-02,756.93
ORD000421,USR00075,2021-07-31,328.47
ORD000430,USR00077,2021-01-08,1989.49
ORD000433,USR00077,2021-05-24,484.74
ORD000434,USR00077,2021-07-31,539.45
ORD000437,USR00078,2021-07-01,832.74
ORD000443,USR00078,2021-05-03,733.95
ORD000450,USR00080,2021-09-19,83.99
ORD000451,USR00081,2021-08-06,506.95
ORD000455,USR00081,2021-09-21,447.0
ORD000456,USR00081,2021-05-11,496.91
ORD000458,USR00082,2021-12-14,904.11
ORD000459,USR00082,2021-12-07,1920.11
ORD000466,USR00083,2021-06-10,1115.41
ORD000473,USR00084,2021-03-25,496.0
ORD000481,USR00086,2021-09-09,2254.37
ORD000482,USR00086,2021-12-10,1398.91
ORD000485,USR00086,2021-04-03,2085.27
ORD000488,USR00087,2021-05-24,1664.75
ORD000491,USR00087,2021-09-12,1556.35
ORD000493,USR00087,2021-10-02,343.47
ORD000498,USR00088,2021-02-10,103.58
ORD000501,USR00088,2021-06-27,1874.5
ORD000504,USR00088,2021-04-04,937.42
ORD000505,USR00089,2021-06-19,898.39
ORD000506,USR00089,2021-01-29,2277.77
ORD000518,USR00091,2021-02-21,677.98
ORD000525,USR00092,2021-05-08,1361.37
ORD000533,USR00093,2021-06-19,848.45
ORD000535,USR00094,2021-07-28,2358.49
ORD000536,USR00094,2021-07-16,874.33
ORD000538,USR00094,2021-04-01,1294.76
ORD000539,USR00094,2021-10-06,1024.93
ORD000541,USR00095,2021-08-31,1820.37
ORD000542,USR00095,2021-10-04,121.58
ORD000546,USR00096,2021-03-26,1590.45
ORD000552,USR00097,2021-03-11,1407.54
ORD000557,USR00098,2021-04-28,453.58
ORD000568,USR00099,2021-04-04,1991.25
ORD000572,USR00099,2021-08-25,184.79
ORD000573,USR00099,2021-09-24,1670.36
ORD000575,USR00100,2021-03-17,2606.88
ORD000578,USR00100,2021-09-23,811.94
ORD000579,USR00100,2021-01-23,871.93
ORD000582,USR00100,2021-07-05,388.44
ORD000586,USR00101,2021-12-30,383.6
ORD000588,USR00101,2021-11-04,441.86
ORD000589,USR00101,2021-03-08,2190.37
ORD000592,USR00101,2021-02-15,1685.04
ORD000600,USR00102,2021-06-21,98.37
ORD000612,USR00104,2021-08-13,1787.64
ORD000618,USR00105,2021-03-12,1080.53
ORD000619,USR00105,2021-02-14,1659.42
ORD000621,USR00106,2021-10-05,1019.34
ORD000630,USR00108,2021-12-11,990.87
ORD000633,USR00108,2021-06-01,389.41
ORD000634,USR00108,2021-06-04,1152.31
ORD000637,USR00109,2021-01-26,696.58
ORD000641,USR00110,2021-01-08,565.63
ORD000647,USR00110,2021-03-30,1874.77
ORD000655,USR00111,2021-07-25,477.37
ORD000656,USR00111,2021-10-21,851.49
ORD000659,USR00112,2021-05-21,721.93
ORD000664,USR00112,2021-03-02,1527.67
ORD000668,USR00113,2021-07-18,51.0
ORD000673,USR00116,2021-07-05,343.98
ORD000676,USR00116,2021-04-17,146.93
ORD000684,USR00117,2021-09-06,1486.7
ORD000685,USR00117,2021-04-18,3643.72
ORD000687,USR00117,2021-02-13,53.98
ORD000689,USR00118,2021-04-07,2053.3
ORD000692,USR00118,2021-03-11,793.68
ORD000697,USR00119,2021-12-04,1363.8
ORD000699,USR00119,2021-06-13,2006.5
ORD000700,USR00119,2021-07-25,1070.35
ORD000703,USR00119,2021-12-04,2009.8
ORD000710,USR00120,2021-04-29,567.45
ORD000712,USR00120,2021-05-31,965.37
ORD000726,USR00122,2021-12-10,801.43
ORD000728,USR00123,2021-03-17,81.0
ORD000744,USR00127,2021-08-07,1543.16
ORD000756,USR00131,2021-09-08,1300.29
ORD000759,USR00131,2021-10-15,1391.53
ORD000774,USR00134,2021-10-08,97.58
ORD000775,USR00134,2021-05-25,968.31
ORD000778,USR00134,2021-10-05,1159.83
ORD000781,USR00136,2021-08-02,957.88
ORD000792,USR00138,2021-08-25,199.47
ORD000803,USR00139,2021-04-22,2719.85
ORD000806,USR00140,2021-05-24,1830.7
ORD000807,USR00140,2021-05-26,881.54
ORD000808,USR00140,2021-06-07,2160.62
ORD000809,USR00140,2021-03-07,1335.26
ORD000826,USR00142,2021-01-09,1050.27
ORD000828,USR00143,2021-01-18,410.97
ORD000831,USR00143,2021-07-17,462.37
ORD000832,USR00143,2021-12-19,1065.96
ORD000837,USR00144,2021-09-28,1412.14
ORD000846,USR00145,2021-02-09,1041.51
ORD000847,USR00146,2021-12-21,1445.7
ORD000848,USR00146,2021-08-13,1455.92
ORD000850,USR00146,2021-04-27,1342.32
ORD000851,USR00146,2021-03-25,459.65
ORD000852,USR00146,2021-10-11,1913.92
ORD000853,USR00146,2021-10-29,539.97
ORD000859,USR00148,2021-09-12,268.95
ORD000865,USR00148,2021-09-17,1281.02
ORD000868,USR00149,2021-11-30,855.61
ORD000870,USR00149,2021-10-18,209.16
ORD000872,USR00149,2021-09-23,415.51
ORD000873,USR00149,2021-09-11,28.98
ORD000877,USR00150,2021-02-26,1726.45
ORD000879,USR00150,2021-11-26,917.34
ORD000883,USR00150,2021-08-13,563.92
ORD000905,USR00153,2021-11-11,846.32
ORD000907,USR00153,2021-05-15,1784.31
ORD000909,USR00154,2021-07-03,1724.14
ORD000910,USR00154,2021-01-29,815.94
ORD000911,USR00154,2021-08-10,731.96
ORD000918,USR00155,2021-06-06,364.98
ORD000931,USR00157,2021-05-24,1888.82
ORD000932,USR00157,2021-10-18,2461.88
ORD000933,USR00157,2021-08-04,365.37
ORD000936,USR00158,2021-03-26,2378.75
ORD000938,USR00158,2021-05-21,256.45
ORD000940,USR00158,2021-02-16,794.0
ORD000941,USR00158,2021-02-26,1208.9
ORD000948,USR00159,2021-07-18,1309.35
ORD000949,USR00159,2021-02-22,1667.88
ORD000951,USR00161,2021-09-26,467.36
ORD000954,USR00161,2021-02-08,202.98
ORD000955,USR00161,2021-03-10,512.95
ORD000957,USR00161,2021-09-21,1241.91
ORD000965,USR00164,2021-02-19,2164.16
ORD000967,USR00164,2021-06-30,653.99
ORD000968,USR00164,2021-08-11,1737.79
ORD000970,USR00165,2021-10-02,1194.42
ORD000980,USR00167,2021-04-03,269.96
ORD000984,USR00167,2021-12-29,609.53
ORD000986,USR00168,2021-02-28,1066.51
ORD000987,USR00168,2021-05-09,2036.32
ORD000989,USR00169,2021-02-16,1398.0
ORD000995,USR00169,2021-01-12,964.95
ORD000996,USR00169,2021-09-17,655.95
ORD000998,USR00170,2021-08-21,568.74
ORD001002,USR00170,2021-08-20,985.53
ORD001006,USR00170,2021-03-22,1466.0
ORD001015,USR00173,2021-09-26,668.43
ORD001016,USR00173,2021-10-04,705.93
ORD001018,USR00173,2021-06-30,1673.12
ORD001019,USR00174,2021-08-28,1165.41
ORD001024,USR00175,2021-06-16,1978.88
ORD001031,USR00177,2021-06-10,145.58
ORD001040,USR00182,2021-05-12,55.98
ORD001045,USR00182,2021-04-21,1213.7
ORD001054,USR00183,2021-07-15,1655.94
ORD001056,USR00183,2021-07-14,993.93
ORD001058,USR00185,2021-05-30,60.0
ORD001060,USR00185,2021-06-26,1648.86
ORD001074,USR00187,2021-08-18,2146.9
ORD001077,USR00189,2021-05-20,1406.45
ORD001082,USR00190,2021-01-30,1520.58
ORD001092,USR00192,2021-02-20,196.0
ORD001098,USR00193,2021-08-26,1087.76
ORD001103,USR00194,2021-07-21,326.0
ORD001109,USR00197,2021-11-19,628.37
ORD001112,USR00197,2021-04-13,1231.92
ORD001113,USR00197,2021-08-19,88.0
ORD001115,USR00197,2021-07-08,892.71
ORD001118,USR00198,2021-01-10,1122.54
ORD001127,USR00199,2021-05-30,876.36
ORD001133,USR00200,2021-03-28,169.96
ORD001134,USR00200,2021-12-28,1269.35
ORD001146,USR00202,2021-03-20,819.96
ORD001147,USR00203,2021-04-21,707.41
ORD001148,USR00203,2021-02-20,698.93
ORD001152,USR00205,2021-10-22,1062.94
ORD001161,USR00206,2021-06-21,625.32
ORD001162,USR00206,2021-09-28,160.0
ORD001168,USR00207,2021-04-19,379.44
ORD001170,USR00207,2021-10-30,1975.45
ORD001171,USR00207,2021-05-27,554.98
ORD001172,USR00207,2021-05-15,376.98
ORD001178,USR00208,2021-09-24,1615.95
ORD001180,USR00209,2021-05-01,1542.9
ORD001188,USR00212,2021-03-23,1507.82
ORD001192,USR00212,2021-03-09,447.0
ORD001194,USR00214,2021-05-25,273.58
ORD001199,USR00214,2021-07-20,1115.32
ORD001200,USR00214,2021-07-30,1763.71
ORD001203,USR00215,2021-12-18,852.0
ORD001205,USR00215,2021-09-27,621.97
ORD001211,USR00217,2021-07-07,2122.33
ORD001212,USR00217,2021-08-14,880.75
ORD001213,USR00217,2021-07-10,1702.94
ORD001216,USR00217,2021-07-19,325.47
ORD001218,USR00218,2021-03-20,1076.35
ORD001220,USR00218,2021-06-02,491.74
ORD001223,USR00219,2021-12-12,611.16
ORD001229,USR00220,2021-01-25,245.98
ORD001230,USR00221,2021-07-23,1709.9
ORD001235,USR00223,2021-12-19,1897.46
ORD001236,USR00224,2021-11-23,320.0
ORD001241,USR00224,2021-01-09,47.98
ORD001242,USR00224,2021-07-16,997.99
ORD001247,USR00225,2021-12-01,1106.01
ORD001252,USR00226,2021-10-24,1424.09
ORD001256,USR00226,2021-07-15,2783.0
ORD001257,USR00226,2021-12-05,370.58
ORD001261,USR00227,2021-02-11,112.99
ORD001265,USR00227,2021-01-04,70.0
ORD001275,USR00229,2021-02-25,808.41
ORD001276,USR00229,2021-10-13,1858.76
ORD001277,USR00229,2021-10-08,860.49
ORD001281,USR00229,2021-08-04,1282.31
ORD001286,USR00230,2021-01-24,2358.98
ORD001287,USR00230,2021-09-02,2889.81
ORD001295,USR00231,2021-06-09,476.19
ORD001298,USR00232,2021-03-04,834.32
ORD001299,USR00232,2021-08-07,1158.37
ORD001309,USR00234,2021-03-18,825.49
ORD001318,USR00236,2021-11-27,419.33
ORD001319,USR00236,2021-07-26,1260.92
ORD001330,USR00238,2021-02-27,301.58
ORD001331,USR00238,2021-04-15,550.47
ORD001341,USR00239,2021-09-14,331.56
ORD001343,USR00239,2021-11-01,358.44
ORD001344,USR00239,2021-08-30,846.91
ORD001349,USR00241,2021-06-03,2082.98
ORD001352,USR00241,2021-11-23,1699.02
ORD001354,USR00241,2021-12-28,683.95
ORD001356,USR00242,2021-12-21,3564.24
ORD001368,USR00244,2021-10-29,897.14
ORD001369,USR00244,2021-11-05,58.79
ORD001381,USR00248,2021-02-10,919.33
ORD001382,USR00249,2021-06-06,829.03
ORD001383,USR00249,2021-01-15,833.79
ORD001385,USR00250,2021-07-10,632.35
ORD001387,USR00252,2021-01-22,1951.48
ORD001390,USR00253,2021-10-13,1380.44
ORD001391,USR00253,2021-05-13,1606.68
ORD001395,USR00254,2021-01-19,1137.92
ORD001397,USR00255,2021-11-10,645.47
ORD001401,USR00255,2021-08-11,767.96
ORD001402,USR00255,2021-11-15,1647.3
ORD001405,USR00257,2021-09-15,323.98
ORD001412,USR00258,2021-12-24,908.88
ORD001417,USR00258,2021-01-22,902.94
ORD001418,USR00258,2021-11-19,802.37
ORD001419,USR00259,2021-09-25,112.45
ORD001422,USR00259,2021-06-24,1786.22
ORD001427,USR00259,2021-01-03,766.44
ORD001428,USR00260,2021-04-21,916.92
ORD001429,USR00260,2021-02-22,2310.29
ORD001431,USR00261,2021-11-04,2038.53
ORD001434,USR00261,2021-02-06,1529.83
ORD001435,USR00261,2021-12-16,946.07
ORD001438,USR00261,2021-11-11,1789.03
ORD001440,USR00261,2021-03-11,1106.41
ORD001450,USR00263,2021-09-30,2308.9
ORD001455,USR00264,2021-04-21,2968.52
ORD001458,USR00265,2021-01-05,131.37
ORD001461,USR00265,2021-05-15,1114.74
ORD001465,USR00266,2021-07-02,899.63
ORD001466,USR00266,2021-11-20,1640.58
ORD001467,USR00266,2021-03-18,811.82
ORD001469,USR00266,2021-10-28,1730.42
ORD001470,USR00267,2021-11-03,1019.81
ORD001472,USR00267,2021-12-15,828.0
ORD001484,USR00268,2021-07-26,1847.44
ORD001485,USR00268,2021-05-04,1317.9
ORD001487,USR00270,2021-11-28,1145.25
ORD001488,USR00270,2021-10-17,515.0
ORD001496,USR00271,2021-04-07,1715.23
ORD001497,USR00271,2021-07-02,1482.16
ORD001500,USR00272,2021-11-25,1621.3
ORD001503,USR00274,2021-06-09,392.96
ORD001519,USR00277,2021-07-01,1356.86
ORD001525,USR00279,2021-12-01,2307.44
ORD001526,USR00279,2021-03-25,1159.28
ORD001531,USR00280,2021-04-07,1198.93
ORD001537,USR00283,2021-12-25,527.16
ORD001539,USR00284,2021-09-03,976.42
ORD001546,USR00284,2021-12-15,1049.92
ORD001550,USR00285,2021-03-01,583.47
ORD001551,USR00285,2021-10-29,2075.37
ORD001553,USR00285,2021-10-15,1831.92
ORD001557,USR00286,2021-05-19,1175.94
ORD001559,USR00286,2021-02-27,374.98
ORD001567,USR00287,2021-05-22,1458.01
ORD001572,USR00288,2021-02-18,156.0
ORD001574,USR00288,2021-08-10,98.0
ORD001577,USR00288,2021-12-30,2047.82
ORD001580,USR00289,2021-11-01,216.95
ORD001589,USR00290,2021-09-16,930.94
ORD001592,USR00291,2021-02-20,1911.69
ORD001594,USR00292,2021-08-10,531.45
ORD001595,USR00292,2021-03-06,180.0
ORD001596,USR00292,2021-08-08,1282.09
ORD001598,USR00293,2021-09-08,2914.88
ORD001599,USR00293,2021-03-19,1355.4
ORD001604,USR00293,2021-10-15,865.45
ORD001606,USR00293,2021-09-25,2366.03
ORD001609,USR00294,2021-01-06,152.37
ORD001614,USR00295,2021-03-06,1314.48
ORD001621,USR00296,2021-11-24,666.45
ORD001622,USR00296,2021-02-05,413.37
ORD001627,USR00298,2021-03-02,1386.38
ORD001634,USR00298,2021-06-02,3450.34
ORD001635,USR00298,2021-09-22,148.98
ORD001641,USR00299,2021-09-04,1090.39
ORD001646,USR00300,2021-12-21,895.86
ORD001648,USR00300,2021-06-16,1753.96
ORD001649,USR00300,2021-11-25,910.63
ORD001650,USR00300,2021-12-28,637.36
ORD001653,USR00301,2021-05-18,1640.37
ORD001654,USR00301,2021-06-16,1917.28
ORD001656,USR00302,2021-01-26,961.29
ORD001657,USR00302,2021-05-12,988.83
ORD001658,USR00302,2021-08-17,1115.81
ORD001664,USR00303,2021-11-01,651.37
ORD001668,USR00303,2021-09-25,1214.84
ORD001673,USR00304,2021-04-09,195.0
ORD001675,USR00304,2021-06-15,573.37
ORD001676,USR00305,2021-09-11,1869.46
ORD001678,USR00305,2021-01-13,912.77
ORD001679,USR00305,2021-06-26,1421.91
ORD001682,USR00306,2021-06-29,797.84
ORD001689,USR00307,2021-02-10,332.77
ORD001692,USR00308,2021-03-15,1693.34
ORD001693,USR00308,2021-07-22,1256.96
ORD001695,USR00308,2021-03-25,2511.19
ORD001703,USR00310,2021-06-09,884.58
ORD001715,USR00312,2021-02-21,2771.83
ORD001719,USR00312,2021-03-09,27.49
ORD001720,USR00312,2021-04-29,437.14
ORD001721,USR00312,2021-09-13,518.96
ORD001723,USR00313,2021-04-22,1966.49
ORD001727,USR00314,2021-10-19,1075.9
ORD001729,USR00314,2021-12-18,2229.14
ORD001730,USR00314,2021-10-16,465.97
ORD001734,USR00314,2021-05-18,263.58
ORD001735,USR00314,2021-09-22,122.98
ORD001744,USR00316,2021-07-03,112.47
ORD001746,USR00316,2021-06-20,1367.98
ORD001747,USR00316,2021-03-12,634.63
ORD001766,USR00319,2021-08-07,2332.25
ORD001767,USR00319,2021-10-24,602.03
ORD001769,USR00320,2021-10-03,1603.33
ORD001771,USR00320,2021-04-25,1842.24
ORD001772,USR00320,2021-07-13,716.93
ORD001774,USR00320,2021-11-03,1103.45
ORD001785,USR00321,2021-07-16,546.84
ORD001787,USR00322,2021-07-28,2285.91
ORD001788,USR00322,2021-10-16,522.93
ORD001789,USR00322,2021-12-01,600.84
ORD001790,USR00322,2021-09-16,1359.08
ORD001791,USR00323,2021-10-17,436.47
ORD001795,USR00324,2021-04-04,352.0
ORD001797,USR00324,2021-11-14,471.84
ORD001809,USR00328,2021-05-28,442.99
ORD001813,USR00328,2021-06-20,950.97
ORD001817,USR00328,2021-03-09,1845.36
ORD001824,USR00330,2021-06-12,2271.9
ORD001827,USR00332,2021-07-31,2293.47
ORD001831,USR00332,2021-05-05,152.98
ORD001832,USR00332,2021-12-13,151.58
ORD001860,USR00336,2021-05-26,1465.24
ORD001866,USR00337,2021-06-23,1463.29
ORD001867,USR00337,2021-02-17,955.13
ORD001868,USR00338,2021-02-23,269.98
ORD001869,USR00338,2021-08-15,150.0
ORD001876,USR00339,2021-07-18,1297.73
ORD001879,USR00339,2021-03-23,971.54
ORD001880,USR00339,2021-03-17,713.5
ORD001885,USR00341,2021-11-12,999.59
ORD001889,USR00342,2021-08-14,2073.0
ORD001892,USR00342,2021-04-23,1827.51
ORD001893,USR00342,2021-06-02,2011.68
ORD001902,USR00344,2021-05-07,240.98
ORD001909,USR00346,2021-09-19,1709.91
ORD001910,USR00347,2021-05-17,371.98
ORD001912,USR00347,2021-06-28,1146.94
ORD001916,USR00348,2021-11-06,3092.53
ORD001917,USR00348,2021-11-17,2001.48
ORD001920,USR00348,2021-08-04,418.47
ORD001923,USR00349,2021-08-23,94.95
ORD001931,USR00352,2021-06-28,1518.25
ORD001933,USR00352,2021-02-19,1672.87
ORD001938,USR00352,2021-11-27,605.0
ORD001946,USR00355,2021-05-14,323.58
ORD001947,USR00355,2021-01-20,1532.86
ORD001949,USR00355,2021-12-15,1034.89
ORD001950,USR00355,2021-06-12,1717.95
ORD001953,USR00355,2021-10-14,1375.43
ORD001955,USR00357,2021-03-22,447.0
ORD001960,USR00360,2021-02-08,214.0
ORD001962,USR00360,2021-08-02,596.53
ORD001963,USR00360,2021-03-19,1243.29
ORD001964,USR00360,2021-06-26,140.37
ORD001965,USR00360,2021-06-26,1061.88
ORD001966,USR00360,2021-11-17,835.29
ORD001967,USR00360,2021-01-09,839.95
ORD001971,USR00361,2021-11-20,35.37
ORD001975,USR00363,2021-12-08,408.0
ORD001981,USR00364,2021-01-31,50.79
ORD001984,USR00364,2021-06-15,398.58
ORD001987,USR00365,2021-05-16,2560.4
ORD001989,USR00365,2021-03-18,1058.94
ORD001994,USR00366,2021-02-10,1025.94
ORD001997,USR00366,2021-11-24,511.16
ORD001998,USR00366,2021-12-04,872.44
ORD002001,USR00367,2021-06-22,871.96
ORD002008,USR00368,2021-08-05,994.79
ORD002010,USR00368,2021-02-10,1249.91
ORD002011,USR00369,2021-07-24,265.94
ORD002014,USR00370,2021-06-14,536.79
ORD002019,USR00370,2021-03-11,467.99
ORD002020,USR00371,2021-06-15,1368.29
ORD002029,USR00373,2021-07-05,2419.89
ORD002030,USR00373,2021-02-28,1760.22
ORD002031,USR00373,2021-10-09,1667.84
ORD002033,USR00373,2021-07-11,197.97
ORD002038,USR00374,2021-07-24,2091.69
ORD002040,USR00374,2021-09-15,1067.92
ORD002049,USR00375,2021-07-09,753.42
ORD002055,USR00377,2021-05-26,2551.88
ORD002059,USR00377,2021-10-11,1385.93
ORD002063,USR00378,2021-04-25,767.05
ORD002071,USR00380,2021-05-14,805.95
ORD002072,USR00380,2021-04-06,370.58
ORD002073,USR00380,2021-10-07,698.78
ORD002080,USR00382,2021-10-11,459.95
ORD002084,USR00383,2021-11-03,1431.72
ORD002090,USR00385,2021-04-25,845.52
ORD002092,USR00385,2021-12-28,1515.96
ORD002094,USR00385,2021-08-13,2725.77
ORD002096,USR00386,2021-11-09,1410.41
ORD002099,USR00386,2021-02-09,1444.33
ORD002100,USR00386,2021-12-18,1276.47
ORD002101,USR00386,2021-08-26,1803.26
ORD002106,USR00387,2021-04-15,2050.03
ORD002108,USR00387,2021-09-12,118.98
ORD002111,USR00387,2021-09-09,759.35
ORD002112,USR00388,2021-03-06,1996.85
ORD002113,USR00388,2021-08-27,1759.27
ORD002114,USR00389,2021-06-16,600.11
ORD002127,USR00392,2021-10-11,391.98
ORD002128,USR00392,2021-11-30,2424.82
ORD002133,USR00393,2021-04-27,589.94
ORD002136,USR00394,2021-03-15,3548.82
ORD002141,USR00395,2021-12-28,1220.87
ORD002142,USR00395,2021-03-06,934.47
ORD002146,USR00395,2021-07-04,1254.89
ORD002155,USR00397,2021-04-03,761.58
ORD002160,USR00398,2021-02-14,1410.07
ORD002161,USR00398,2021-11-19,1123.0
ORD002166,USR00399,2021-10-30,1788.26
ORD002170,USR00400,2021-07-23,751.93
ORD002174,USR00400,2021-09-09,2674.9
ORD002175,USR00400,2021-11-19,1585.45
ORD002178,USR00401,2021-12-31,322.47
ORD002189,USR00402,2021-03-28,1903.62
ORD002194,USR00403,2021-06-12,1831.37
ORD002198,USR00404,2021-12-13,960.37
ORD002201,USR00406,2021-01-03,651.0
ORD002206,USR00407,2021-05-19,887.93
ORD002211,USR00407,2021-05-06,1158.4
ORD002216,USR00409,2021-07-05,703.47
ORD002217,USR00409,2021-04-27,188.0
ORD002219,USR00409,2021-12-28,251.98
ORD002220,USR00409,2021-09-19,2699.59
ORD002223,USR00410,2021-12-15,2588.32
ORD002225,USR00410,2021-12-24,1637.94
ORD002227,USR00410,2021-12-12,799.91
ORD002230,USR00411,2021-10-13,787.59
ORD002232,USR00411,2021-11-21,876.73
ORD002233,USR00411,2021-05-13,2336.71
ORD002238,USR00412,2021-08-08,991.74
ORD002242,USR00413,2021-06-08,34.77
ORD002243,USR00413,2021-03-27,3668.91
ORD002244,USR00413,2021-02-03,1712.5
ORD002249,USR00414,2021-08-02,1102.33
ORD002250,USR00414,2021-04-04,1280.48
ORD002252,USR00414,2021-11-29,808.11
ORD002259,USR00415,2021-06-11,260.37
ORD002260,USR00415,2021-03-09,779.34
ORD002261,USR00415,2021-10-01,1471.95
ORD002265,USR00416,2021-01-14,1436.93
ORD002266,USR00416,2021-07-18,1027.37
ORD002270,USR00417,2021-09-13,147.0
ORD002274,USR00417,2021-09-20,805.02
ORD002278,USR00418,2021-12-07,325.35
ORD002283,USR00419,2021-01-15,805.95
ORD002284,USR00420,2021-08-02,821.49
ORD002285,USR00421,2021-01-21,77.45
ORD002287,USR00422,2021-05-07,445.98
ORD002288,USR00422,2021-06-07,20.0
ORD002290,USR00422,2021-09-20,1776.89
ORD002291,USR00422,2021-12-23,4149.64
ORD002292,USR00422,2021-03-30,3384.04
ORD002300,USR00424,2021-12-31,1223.85
ORD002302,USR00424,2021-06-21,2188.82
ORD002303,USR00425,2021-09-22,772.93
ORD002304,USR00425,2021-08-25,1004.32
ORD002306,USR00426,2021-02-08,1150.34
ORD002309,USR00426,2021-02-11,2299.2
ORD002321,USR00428,2021-11-05,107.96
ORD002322,USR00428,2021-01-07,3145.97
ORD002323,USR00428,2021-08-09,1599.0
ORD002330,USR00430,2021-08-25,2163.64
ORD002335,USR00430,2021-04-15,1196.94
ORD002344,USR00432,2021-11-24,1863.95
ORD002345,USR00432,2021-03-02,2976.32
ORD002349,USR00433,2021-02-07,817.31
ORD002353,USR00434,2021-05-07,954.45
ORD002355,USR00434,2021-01-14,1242.07
ORD002358,USR00434,2021-03-17,1609.92
ORD002360,USR00434,2021-02-01,1478.32
ORD002363,USR00435,2021-01-27,237.0
ORD002364,USR00435,2021-09-14,1122.43
ORD002365,USR00435,2021-05-06,1929.38
ORD002368,USR00436,2021-09-13,1273.89
ORD002369,USR00436,2021-09-12,886.26
ORD002373,USR00436,2021-09-08,1289.82
ORD002376,USR00437,2021-10-09,700.8
ORD002383,USR00438,2021-02-11,796.29
ORD002388,USR00438,2021-10-08,729.95
ORD002389,USR00438,2021-05-25,225.58
